"ID";"Leeftijd";"Regiokenmerken";"Inwoners_1";"Bijstandontvangers_2";"Bijstandsdichtheid_3";"Instroom_4";"Instroom_5";"Uitstroom_6";"Uitstroom_7";"UitstroomNaarWerk_8";"UitstroomNaarWerk_9";"PersonenMetReIntegratievoorziening_10";"WerkNaReIntegratie_11";"WerkNaReIntegratie_12";"PersonenMetBijstandEnReIntegratie_13";"BijstandontvangersMetReIntegratie_14";"ReIntegratieontvangersMetBijstand_15";"WSWWerknemers_16";"WSWDichtheid_17"
"733";"90100";"GM0546 ";"   89810";"    3760";"    42.0";"    1100";"    23.0";"     930";"    19.5";"     440";"     9.0";"    1060";"     560";"    28.5";"     830";"    22.0";"    77.5";"     760";"     8.5"
"734";"90100";"GM0547 ";"   16960";"     450";"    26.5";"     140";"    25.5";"     100";"    17.5";"      40";"     7.0";"     130";"      60";"    26.0";"     100";"    22.0";"    78.5";"     130";"     7.5"
"735";"90100";"GM1916 ";"   46130";"    2060";"    44.5";"     630";"    24.5";"     490";"    19.0";"     250";"     9.5";"    1540";"     290";"    12.0";"    1200";"    58.0";"    78.0";"     160";"     3.5"
"736";"90100";"GM0995 ";"   50540";"    2550";"    50.5";"     800";"    24.5";"     660";"    20.5";"     330";"    10.0";"     990";"     240";"    17.0";"     670";"    26.0";"    67.5";"     310";"     6.0"
"737";"90100";"GM1640 ";"   23120";"     450";"    19.5";"     220";"    34.0";"     140";"    22.0";"      80";"    12.0";"     120";"      30";"    20.5";"      90";"    19.5";"    72.0";"     190";"     8.5"
"738";"90100";"GM0327 ";"   18820";"     340";"    18.0";"     140";"    34.0";"      70";"    18.5";"      30";"     8.0";"     120";"      40";"    16.5";"      90";"    26.5";"    72.0";"      80";"     4.5"
"739";"90100";"GM0733 ";"    7210";"     120";"    17.0";"      40";"    28.0";"      20";"    15.0";"      10";"     7.5";"      90";"      10";"    13.0";"      60";"    51.5";"    75.5";"      20";"     3.0"
"740";"90100";"GM1705 ";"   29570";"     530";"    18.0";"     200";"    29.0";"     130";"    18.5";"      60";"     8.5";"     230";"      50";"    17.5";"     170";"    32.0";"    75.0";"     220";"     7.5"
"741";"90100";"GM0553 ";"   14400";"     280";"    19.0";"     100";"    28.0";"      60";"    17.5";"      30";"     8.5";"      30";"      20";"    19.0";"      10";"     5.0";"    54.0";"      80";"     6.0"
"742";"90100";"GM0140 ";"    6870";"     150";"    22.0";"      60";"    28.5";"      40";"    20.0";"      20";"     9.5";"      60";"      10";"    16.5";"      50";"    31.5";"    76.0";"      30";"     5.0"
"743";"90100";"GM0262 ";"   19890";"     490";"    24.5";"     140";"    24.0";"      90";"    15.5";"      50";"     8.5";"     240";"      60";"    17.0";"     180";"    36.5";"    74.5";"     120";"     6.0"
"744";"90100";"GM0809 ";"   14790";"     300";"    20.0";"     130";"    33.0";"     100";"    24.5";"      50";"    13.0";"      80";"      40";"    30.0";"      50";"    15.5";"    59.5";"     160";"    11.0"
"745";"90100";"GM0331 ";"    9470";"     140";"    15.0";"      40";"    23.0";"      30";"    19.0";"      20";"    10.0";"      80";"      20";"    15.5";"      60";"    42.0";"    77.5";"      30";"     3.5"
"746";"90100";"GM0024 ";"    6330";"     240";"    38.0";"      90";"    25.0";"     100";"    28.0";"      40";"    11.5";"      70";"      20";"    13.0";"      60";"    23.0";"    81.0";"      60";"     9.0"
"747";"90100";"GM0168 ";"   14150";"     430";"    30.0";"     130";"    23.5";"     130";"    22.5";"      70";"    11.5";"      90";"      30";"    24.0";"      70";"    17.0";"    81.0";"     170";"    12.0"
"748";"90100";"GM0263 ";"   15970";"     250";"    15.5";"     100";"    30.0";"      70";"    21.0";"      40";"    11.5";"     120";"      10";"     9.0";"     110";"    44.0";"    89.5";"     110";"     7.0"
"749";"90100";"GM1641 ";"   15180";"     330";"    22.0";"     110";"    25.0";"      90";"    20.0";"      40";"     9.0";"     140";"      30";"    22.0";"      90";"    27.5";"    67.5";"     120";"     8.0"
"750";"90100";"GM0556 ";"   20290";"    1030";"    51.0";"     250";"    20.0";"     180";"    14.5";"      90";"     7.0";"     460";"      80";"    14.0";"     390";"    38.0";"    84.5";"     210";"    10.5"
"751";"90100";"GM0935 ";"   85270";"    4130";"    48.5";"    1060";"    20.5";"     970";"    18.5";"     470";"     9.0";"    1850";"     350";"    14.5";"    1440";"    35.0";"    78.0";"     960";"    11.5"
"752";"90100";"GM1663 ";"    6280";"     300";"    47.0";"     110";"    27.5";"      80";"    21.5";"      40";"    11.5";"     290";"      50";"    13.5";"     240";"    79.5";"    82.5";"      80";"    12.0"
"753";"90100";"GM0025 ";"    6910";"     180";"    26.5";"      70";"    29.0";"      60";"    24.0";"      30";"    12.5";"      90";"      30";"    18.5";"      70";"    38.0";"    81.5";"      70";"     9.5"
"754";"90100";"GM0420 ";"   28190";"     550";"    19.5";"     210";"    30.0";"     140";"    19.0";"      80";"    10.5";"     290";"      90";"    21.0";"     230";"    41.0";"    80.0";"     110";"     4.0"
"755";"90100";"GM0938 ";"   11850";"     260";"    22.0";"      90";"    28.0";"      60";"    18.5";"      30";"    10.0";"     140";"      30";"    13.0";"     100";"    39.0";"    73.5";"      80";"     6.5"
"756";"90100";"GM1908 ";"    8510";"     230";"    27.5";"      80";"    26.5";"      50";"    16.0";"      20";"     7.5";"     160";"      30";"    13.0";"     130";"    56.0";"    84.0";"      50";"     6.0"
"757";"90100";"GM1987 ";"    8060";"     380";"    47.5";"     120";"    25.0";"     100";"    21.0";"      60";"    12.0";"     210";"      30";"    13.5";"     120";"    31.0";"    56.0";"     140";"    16.5"
"758";"90100";"GM0119 ";"   21270";"     790";"    37.0";"     290";"    28.5";"     210";"    20.5";"     130";"    13.0";"     700";"     190";"    20.5";"     560";"    70.5";"    80.0";"     330";"    15.5"
"759";"90100";"GM0687 ";"   30300";"    1540";"    50.5";"     450";"    23.0";"     300";"    15.5";"     170";"     9.0";"      90";"      60";"    29.0";"      60";"     4.0";"    63.0";"     300";"    10.0"
"760";"90100";"GM1842 ";"   12450";"     140";"    11.5";"      60";"    30.0";"      50";"    25.5";"      20";"    12.0";"      40";"      10";"    17.5";"      20";"    16.0";"    64.0";"      30";"     2.5"
"761";"90100";"GM1731 ";"   21120";"     520";"    24.5";"     260";"    32.5";"     200";"    24.5";"     130";"    16.0";"     340";"     130";"    25.5";"     260";"    51.0";"    77.0";"     190";"     9.0"
"762";"90100";"GM0815 ";"    7070";"     130";"    18.0";"      40";"    26.5";"      30";"    22.0";"      20";"    12.0";"      20";"      20";"    28.5";"      10";"    10.0";"    59.0";"     130";"    18.0"
"763";"90100";"GM1709 ";"   23680";"     560";"    23.5";"     190";"    27.5";"     120";"    17.5";"      70";"    10.5";"     100";"      40";"    18.5";"      70";"    12.5";"    71.5";"     140";"     5.5"
"764";"90100";"GM1927 ";"   18410";"     260";"    14.0";"     100";"    30.5";"      70";"    23.5";"      40";"    12.5";"     200";"      50";"    20.0";"     160";"    64.0";"    83.5";"      50";"     2.5"
"765";"90100";"GM1955 ";"   22600";"     520";"    23.0";"     180";"    23.5";"     240";"    31.5";"     120";"    16.0";"     290";"      80";"    16.5";"     210";"    40.0";"    72.0";"     240";"    11.0"
"766";"90100";"GM0335 ";"    8790";"     120";"    14.0";"      30";"    22.5";"      30";"    23.5";"      20";"    13.0";"      70";"      20";"    18.5";"      50";"    42.5";"    81.5";"      20";"     2.5"
"767";"90100";"GM0944 ";"    4780";"     110";"    22.0";"      40";"    27.0";"      30";"    21.5";"      10";"     8.5";"      10";"       0";"       .";"       0";"       .";"       .";"      30";"     7.0"
"768";"90100";"GM1740 ";"   14750";"     310";"    20.5";"     100";"    25.5";"      90";"    22.0";"      50";"    12.5";"      80";"      30";"    18.0";"      60";"    21.0";"    78.0";"      70";"     4.5"
"769";"90100";"GM0946 ";"   10950";"     170";"    15.5";"      60";"    28.5";"      60";"    24.5";"      30";"    14.0";"      30";"      10";"    23.5";"      20";"    13.5";"    67.5";"     130";"    12.0"
"770";"90100";"GM0304 ";"    7940";"     150";"    18.5";"      30";"    19.0";"      40";"    20.0";"      20";"    12.0";"      40";"      10";"    17.5";"      20";"    16.0";"    66.5";"      50";"     6.0"
"771";"90100";"GM0356 ";"   40920";"    1410";"    34.5";"     450";"    25.0";"     360";"    20.0";"     200";"    11.0";"     680";"     190";"    16.5";"     550";"    39.0";"    80.5";"     170";"     4.0"
"772";"90100";"GM0569 ";"   18210";"     300";"    16.0";"     130";"    34.0";"      90";"    23.5";"      50";"    13.0";"      90";"      30";"    21.0";"      70";"    22.0";"    76.5";"      60";"     3.5"
"773";"90100";"GM0267 ";"   26510";"     470";"    18.0";"     210";"    36.0";"     100";"    17.5";"      60";"    10.5";"     120";"      40";"    25.5";"     100";"    20.5";"    78.0";"     110";"     4.0"
"774";"90100";"GM0268 ";"  124080";"    7810";"    63.0";"    2230";"    23.5";"    1620";"    17.0";"     860";"     9.0";"     770";"     300";"    18.0";"     380";"     5.0";"    49.0";"    1120";"     9.0"
"775";"90100";"GM1930 ";"   57000";"    2410";"    42.5";"     660";"    22.0";"     590";"    19.5";"     330";"    11.0";"     760";"     260";"    26.0";"     540";"    22.5";"    72.0";"     320";"     5.5"
"776";"90100";"GM1695 ";"    4510";"     110";"    25.0";"      60";"    35.5";"      40";"    25.0";"      20";"    15.5";"      90";"      20";"    16.0";"      60";"    56.5";"    74.0";"      20";"     4.5"
"777";"90100";"GM1699 ";"   19450";"     660";"    34.0";"     440";"    43.5";"     150";"    15.0";"      90";"     8.5";"     300";"     100";"    15.5";"     220";"    34.0";"    74.5";"     160";"     8.5"
"778";"90100";"GM0171 ";"   30180";"    1040";"    34.5";"     440";"    31.0";"     280";"    19.5";"     150";"    10.5";"     850";"     220";"    19.0";"     670";"    64.5";"    79.0";"     230";"     7.5"
"779";"90100";"GM0575 ";"   16700";"     300";"    18.0";"     120";"    29.5";"      90";"    22.0";"      50";"    12.5";"      30";"      30";"    31.0";"      20";"     7.5";"    67.5";"      90";"     5.0"
"780";"90100";"GM0576 ";"   10580";"     190";"    18.0";"      60";"    26.5";"      40";"    17.5";"      30";"    10.5";"      20";"      10";"    33.5";"      10";"     5.5";"    64.5";"      50";"     5.0"
"781";"90100";"GM0820 ";"   13870";"     410";"    29.5";"     100";"    19.0";"      90";"    18.5";"      60";"    11.0";"      80";"      20";"    12.5";"      60";"    14.0";"    69.0";"      70";"     5.0"
"782";"90100";"GM0302 ";"   16850";"     310";"    18.5";"     120";"    29.0";"     100";"    23.0";"      60";"    13.5";"     360";"      80";"    16.5";"     290";"    93.5";"    81.0";"     140";"     8.5"
"783";"90100";"GM0951 ";"    9460";"     220";"    23.0";"      70";"    24.0";"      70";"    25.0";"      40";"    13.5";"     210";"      50";"    16.5";"     170";"    78.5";"    83.0";"     120";"    12.5"
"784";"90100";"GM0579 ";"   14740";"     330";"    22.5";"     110";"    29.5";"      60";"    15.0";"      30";"     9.0";"     120";"      20";"    17.0";"      90";"    26.0";"    73.5";"      50";"     3.5"
"785";"90100";"GM0823 ";"   12070";"     150";"    12.5";"      90";"    38.0";"      70";"    28.5";"      30";"    13.5";"     130";"      20";"    16.0";"      90";"    57.0";"    67.5";"     130";"    10.5"
"786";"90100";"GM0824 ";"   16180";"     270";"    17.0";"     130";"    31.5";"     110";"    25.5";"      60";"    15.5";"     280";"      70";"    18.0";"     190";"    69.0";"    67.5";"     180";"    11.0"
"787";"90100";"GM1895 ";"   23990";"    1600";"    66.5";"     500";"    24.5";"     420";"    20.5";"     220";"    10.5";"    1350";"     250";"    13.0";"    1170";"    73.0";"    86.5";"     660";"    27.5"
"788";"90100";"GM0269 ";"   15010";"     300";"    20.5";"     130";"    36.0";"      60";"    16.0";"      30";"     9.0";"     260";"      50";"    14.0";"     200";"    65.0";"    75.5";"     110";"     7.5"
"789";"90100";"GM0173 ";"   19820";"     620";"    31.5";"     170";"    21.5";"     170";"    21.5";"      90";"    11.5";"     390";"     120";"    22.5";"     320";"    52.0";"    81.5";"     320";"    16.0"
"790";"90100";"GM1773 ";"   11520";"     230";"    19.5";"      80";"    28.5";"      50";"    18.0";"      30";"    11.0";"      40";"      20";"     7.0";"      30";"    14.5";"    75.0";"     100";"     8.5"
"791";"90100";"GM0175 ";"   10940";"     240";"    21.5";"     130";"    36.5";"      80";"    24.0";"      50";"    13.0";"     170";"      40";"    19.0";"     110";"    47.5";"    67.5";"     140";"    13.0"
"792";"90100";"GM0881 ";"    5140";"     170";"    33.0";"      70";"    30.0";"      60";"    25.5";"      30";"    12.0";"      40";"      20";"    27.5";"      20";"    13.0";"    59.5";"      90";"    17.0"
"793";"90100";"GM1586 ";"   19050";"     380";"    20.0";"     100";"    22.5";"      80";"    18.5";"      50";"    10.5";"     410";"      80";"    15.5";"     330";"    85.5";"    79.0";"     300";"    16.0"
"794";"90100";"GM0826 ";"   34800";"    1130";"    32.5";"     320";"    22.0";"     300";"    21.0";"     150";"    10.0";"     430";"     110";"    17.0";"     240";"    21.0";"    56.0";"     270";"     7.5"
"795";"90100";"GM0085 ";"   16040";"     650";"    40.0";"     220";"    25.5";"     180";"    21.0";"     100";"    12.0";"     450";"     140";"    24.0";"     370";"    56.5";"    81.0";"     170";"    10.5"
"796";"90100";"GM0431 ";"    6230";"     110";"    17.5";"      30";"    21.0";"      20";"    18.0";"      10";"     7.5";"      20";"      10";"    23.0";"      20";"    15.5";"    74.0";"      10";"     1.5"
"797";"90100";"GM0432 ";"    7300";"     130";"    18.0";"      40";"    24.0";"      40";"    21.5";"      20";"    15.0";"      70";"      20";"    25.5";"      60";"    44.0";"    87.5";"      20";"     3.0"
"798";"90100";"GM0086 ";"   18850";"     660";"    35.0";"     240";"    26.0";"     200";"    22.5";"     110";"    12.0";"     420";"     150";"    23.5";"     320";"    49.0";"    77.5";"     150";"     8.0"
"799";"90100";"GM0828 ";"   59580";"    1810";"    30.5";"     780";"    32.5";"     570";"    23.5";"     300";"    12.0";"     790";"     270";"    19.0";"     540";"    30.0";"    68.0";"     970";"    16.5"
"800";"90100";"GM0584 ";"   15230";"     310";"    20.0";"      90";"    23.5";"      70";"    18.0";"      30";"     9.0";"     250";"      70";"    21.0";"     210";"    70.0";"    84.5";"      60";"     4.0"
"801";"90100";"GM1509 ";"   25000";"     740";"    29.5";"     220";"    23.0";"     190";"    19.5";"      80";"     9.0";"     450";"     160";"    18.0";"     340";"    46.0";"    76.0";"     240";"     9.5"
"802";"90100";"GM0437 ";"    8420";"     190";"    22.0";"      60";"    23.5";"      50";"    20.5";"      30";"    12.5";"      90";"      20";"    15.5";"      50";"    28.0";"    58.5";"      20";"     2.0"
"803";"90100";"GM0589 ";"    6420";"      90";"    14.5";"      30";"    23.5";"      20";"    20.5";"      10";"    11.0";"      50";"      10";"    12.0";"      50";"    56.0";"    96.5";"      20";"     3.5"
"804";"90100";"GM1734 ";"   30490";"     620";"    20.5";"     160";"    22.0";"     130";"    17.0";"      50";"     7.5";"     610";"     110";"    14.5";"     470";"    76.5";"    78.0";"     190";"     6.0"
"805";"90100";"GM0590 ";"   20260";"     610";"    30.0";"     200";"    26.0";"     170";"    22.0";"      80";"    11.0";"     100";"      40";"    22.0";"      60";"     9.5";"    58.5";"      90";"     4.5"
"806";"90100";"GM1894 ";"   28130";"     430";"    15.5";"     190";"    31.0";"     150";"    25.5";"     100";"    16.0";"     370";"     100";"    21.0";"     260";"    60.5";"    71.5";"     310";"    11.0"
"807";"90100";"GM0765 ";"    8020";"     510";"    64.0";"     230";"    30.0";"     170";"    22.5";"      80";"    10.5";"     300";"     130";"    28.0";"     260";"    50.0";"    85.5";"     270";"    34.0"
"808";"90100";"GM1926 ";"   34420";"     540";"    15.5";"     210";"    30.0";"     160";"    23.0";"      80";"    11.0";"     300";"      70";"    17.5";"     190";"    36.0";"    65.0";"      70";"     2.0"
"809";"90100";"GM0439 ";"   53130";"    1820";"    34.5";"     590";"    25.0";"     510";"    21.5";"     310";"    13.0";"     880";"     290";"    17.0";"     650";"    35.5";"    74.0";"     310";"     6.0"
"810";"90100";"GM0273 ";"   15440";"     270";"    17.0";"      90";"    26.5";"      70";"    21.5";"      50";"    13.0";"      50";"      20";"    11.0";"      30";"     9.5";"    53.0";"      90";"     6.0"
"811";"90100";"GM0177 ";"   23530";"     430";"    18.5";"     150";"    27.5";"     110";"    20.5";"      50";"    10.0";"     360";"      80";"    17.5";"     300";"    68.5";"    81.5";"     210";"     9.0"
"812";"90100";"GM0703 ";"   14000";"     260";"    18.5";"     120";"    35.0";"      90";"    27.0";"      50";"    13.5";"     210";"      40";"    15.5";"     160";"    63.0";"    78.5";"      70";"     4.5"
"813";"90100";"GM0274 ";"   18580";"     660";"    35.5";"     210";"    25.0";"     180";"    21.0";"     110";"    12.0";"     330";"      70";"    18.5";"     250";"    38.0";"    75.5";"     130";"     6.5"
"814";"90100";"GM0339 ";"    3240";"      40";"    13.0";"      10";"    21.0";"       0";"       .";"       0";"       .";"      10";"       0";"       .";"      10";"    12.0";"    83.5";"      10";"     3.5"
"815";"90100";"GM1667 ";"    8550";"     110";"    12.5";"      50";"    39.0";"      30";"    23.0";"      10";"    10.5";"      80";"      10";"     8.5";"      60";"    55.5";"    79.0";"     150";"    17.5"
"816";"90100";"GM0275 ";"   26550";"    1120";"    42.0";"     440";"    30.0";"     310";"    20.5";"     160";"    11.0";"     950";"     180";"    13.5";"     780";"    70.0";"    82.5";"     310";"    11.5"
"817";"90100";"GM0340 ";"   12010";"     330";"    27.5";"     100";"    23.0";"      90";"    21.0";"      50";"    12.5";"     100";"      20";"    15.5";"      60";"    19.0";"    65.5";"      70";"     5.5"
"818";"90100";"GM0597 ";"   28090";"     880";"    31.5";"     290";"    27.0";"     230";"    21.0";"      90";"     8.5";"     590";"     100";"    13.0";"     440";"    50.0";"    75.5";"     130";"     4.5"
"819";"90100";"GM0196 ";"    7060";"     270";"    38.5";"      80";"    25.5";"      60";"    18.5";"      30";"     9.5";"     100";"      30";"    18.5";"      80";"    28.0";"    78.0";"      70";"     9.5"
"820";"90100";"GM1742 ";"   23560";"     440";"    18.5";"     170";"    29.5";"     110";"    20.0";"      70";"    12.0";"     390";"      90";"    18.5";"     310";"    70.0";"    78.5";"     170";"     7.0"
"821";"90100";"GM0603 ";"   32130";"    1550";"    48.0";"     480";"    24.5";"     460";"    23.5";"     210";"    10.5";"     720";"     220";"    20.5";"     570";"    37.0";"    79.0";"     130";"     4.0"
"822";"90100";"GM1669 ";"   13040";"     330";"    25.0";"     120";"    27.5";"      90";"    20.5";"      40";"     8.5";"     340";"      30";"     8.0";"     270";"    83.0";"    80.5";"     150";"    11.5"
"823";"90100";"GM0957 ";"   37790";"    2070";"    54.5";"     660";"    24.5";"     570";"    21.5";"     290";"    11.0";"    1420";"     490";"    24.0";"    1220";"    59.5";"    86.0";"     560";"    15.0"
"824";"90100";"GM0736 ";"   27610";"     500";"    18.0";"     180";"    29.0";"     140";"    21.5";"      80";"    12.0";"     190";"      40";"    15.0";"     130";"    26.0";"    67.0";"      70";"     2.5"
"825";"90100";"GM1674 ";"   49790";"    2120";"    42.5";"     640";"    24.0";"     510";"    19.5";"     230";"     9.0";"     280";"     160";"    13.5";"     210";"    10.0";"    74.5";"     700";"    14.0"
"826";"90100";"GM0599 ";"  438630";"   41310";"    94.0";"   10450";"    20.0";"    9510";"    18.5";"    4790";"     9.5";"    6060";"    2810";"    18.5";"    4810";"    11.5";"    79.5";"    2170";"     5.0"
"827";"90100";"GM0277 ";"     850";"      10";"     7.0";"       0";"       .";"       0";"       .";"       0";"       .";"       0";"       0";"       .";"       0";"       .";"       .";"       0";"       ."
"828";"90100";"GM0840 ";"   14890";"     380";"    25.5";"     130";"    27.0";"      70";"    15.5";"      30";"     5.5";"      50";"      10";"     3.0";"      40";"    10.5";"    80.0";"     330";"    22.0"
"829";"90100";"GM0441 ";"   28740";"     590";"    20.5";"     190";"    24.5";"     160";"    20.5";"     100";"    12.0";"     130";"      40";"    19.5";"     110";"    17.5";"    84.0";"     200";"     7.0"
"830";"90100";"GM0279 ";"    6060";"      80";"    13.5";"      40";"    38.0";"      30";"    25.0";"      20";"    14.0";"      50";"      10";"    17.0";"      50";"    55.0";"    85.0";"      10";"     1.5"
"831";"90100";"GM0606 ";"   52430";"    2990";"    57.0";"     770";"    21.0";"     640";"    17.0";"     290";"     8.0";"    1520";"     290";"    11.5";"    1240";"    41.5";"    81.5";"     470";"     9.0"
"832";"90100";"GM0088 ";"     580";"      10";"    17.5";"      10";"    38.5";"       0";"       .";"       0";"       .";"       0";"       0";"       .";"       0";"       .";"       .";"       0";"       ."
"833";"90100";"GM0844 ";"   15410";"     280";"    18.0";"      80";"    22.5";"      70";"    20.5";"      50";"    14.5";"     170";"      40";"    16.0";"     120";"    42.0";"    68.5";"     300";"    19.5"
"834";"90100";"GM0962 ";"    8050";"     190";"    23.5";"      60";"    21.5";"      50";"    16.5";"      30";"     9.5";"     140";"      20";"    10.5";"     110";"    59.5";"    83.0";"      80";"    10.0"
"835";"90100";"GM1676 ";"   20380";"     520";"    25.5";"     220";"    31.5";"     180";"    25.0";"      90";"    13.5";"     300";"      80";"    22.0";"     230";"    44.5";"    79.0";"     250";"    12.5"
"836";"90100";"GM0965 ";"    6630";"     160";"    23.5";"      50";"    22.0";"      60";"    28.0";"      30";"    14.5";"     140";"      40";"    15.0";"     110";"    70.5";"    81.5";"     120";"    17.5"
"837";"90100";"GM1702 ";"    7590";"      90";"    12.5";"      40";"    35.0";"      20";"    20.5";"      10";"    11.5";"      40";"      10";"    17.5";"      30";"    36.0";"    77.5";"      60";"     8.5"
"838";"90100";"GM0845 ";"   18010";"     280";"    15.5";"     100";"    27.0";"      80";"    21.0";"      50";"    13.5";"     160";"      40";"    18.5";"     110";"    40.0";"    71.0";"     240";"    13.0"
"839";"90100";"GM0846 ";"   11390";"     160";"    13.5";"      60";"    32.5";"      40";"    22.0";"      30";"    14.5";"      50";"      20";"    28.0";"      30";"    19.5";"    57.5";"     120";"    11.0"
"840";"90100";"GM1883 ";"   61080";"    3110";"    51.0";"     720";"    19.0";"     730";"    19.0";"     330";"     8.5";"     570";"     110";"    11.5";"     340";"    11.0";"    60.0";"     730";"    12.0"
"841";"90100";"GM0610 ";"   15770";"     550";"    35.0";"     180";"    27.0";"     130";"    19.5";"      70";"    10.0";"     110";"      30";"    18.0";"      60";"    11.0";"    55.0";"     120";"     7.5"
"842";"90100";"GM0040 ";"   10230";"     270";"    26.0";"     100";"    29.0";"      80";"    23.5";"      50";"    13.5";"     270";"      60";"    17.0";"     230";"    85.5";"    83.0";"      70";"     6.5"
"843";"90100";"GM1714 ";"   14380";"     350";"    24.5";"     130";"    28.0";"      90";"    19.5";"      60";"    12.5";"     190";"      50";"    20.0";"     130";"    36.5";"    67.5";"     110";"     7.5"
"844";"90100";"GM0090 ";"   35400";"    2080";"    59.0";"     720";"    27.0";"     600";"    22.0";"     310";"    11.5";"     510";"     210";"    21.5";"     400";"    19.0";"    77.5";"     460";"    13.0"
"845";"90100";"GM0342 ";"   28350";"     850";"    30.0";"     260";"    24.0";"     230";"    21.0";"     130";"    11.5";"     840";"     150";"    12.5";"     660";"    77.5";"    78.0";"     160";"     5.5"
"846";"90100";"GM0847 ";"   12680";"     240";"    19.0";"      60";"    20.5";"      40";"    14.5";"      20";"     7.5";"      10";"      10";"    19.5";"      10";"     3.5";"    64.5";"      90";"     7.0"
"847";"90100";"GM0848 ";"   10070";"     250";"    24.5";"      70";"    23.5";"      50";"    15.0";"      30";"     9.0";"      80";"      20";"    16.0";"      70";"    27.0";"    81.5";"      50";"     4.5"
"848";"90100";"GM0037 ";"   19850";"    1110";"    56.0";"     420";"    28.0";"     300";"    20.0";"     140";"     9.0";"     680";"     140";"    13.0";"     560";"    51.0";"    83.0";"     720";"    36.5"
"849";"90100";"GM0180 ";"   10420";"     160";"    15.5";"      50";"    26.0";"      50";"    25.5";"      30";"    12.5";"      60";"      10";"    15.0";"      40";"    27.0";"    74.5";"      50";"     5.0"
"850";"90100";"GM0532 ";"   13650";"     320";"    23.5";"     120";"    28.5";"     100";"    22.5";"      60";"    13.0";"     160";"      50";"    23.5";"     130";"    39.5";"    80.5";"     110";"     8.0"
"851";"90100";"GM0851 ";"   15710";"     390";"    25.0";"     120";"    24.0";"     100";"    20.0";"      60";"    13.0";"     140";"      50";"    23.5";"     110";"    29.0";"    78.5";"     120";"     8.0"
"852";"90100";"GM1708 ";"   27440";"     910";"    33.0";"     270";"    21.5";"     340";"    27.5";"     200";"    16.0";"     850";"     290";"    24.5";"     700";"    77.5";"    82.0";"     360";"    13.0"
"853";"90100";"GM0971 ";"   15760";"     370";"    23.5";"     120";"    25.0";"      80";"    17.5";"      40";"     8.5";"     180";"      30";"    12.0";"     140";"    37.5";"    78.5";"     190";"    11.5"
"854";"90100";"GM1904 ";"   41420";"     900";"    21.5";"     320";"    28.0";"     230";"    19.5";"     120";"    10.5";"     260";"      90";"    22.5";"     210";"    23.0";"    79.0";"     180";"     4.5"
"855";"90100";"GM0617 ";"    5770";"      90";"    16.0";"      50";"    40.0";"      30";"    23.0";"      20";"    14.0";"      70";"      20";"    20.5";"      60";"    65.5";"    84.5";"      30";"     4.5"
"856";"90100";"GM1900 ";"   52550";"    2510";"    48.0";"     710";"    22.0";"     640";"    20.0";"     360";"    11.0";"     970";"     230";"    19.0";"     740";"    29.5";"    76.5";"     530";"    10.0"
"857";"90100";"GM0715 ";"   33850";"    1220";"    36.0";"     460";"    28.0";"     380";"    23.0";"     190";"    11.5";"     820";"     260";"    25.0";"     610";"    49.5";"    74.0";"     440";"    13.0"
"858";"90100";"GM0093 ";"    3230";"      20";"     7.0";"      10";"    31.5";"      10";"    29.5";"      10";"    24.5";"      20";"      10";"    16.5";"      10";"    52.0";"    63.0";"      10";"     3.0"
"859";"90100";"GM0448 ";"    8580";"     140";"    17.0";"      50";"    27.5";"      40";"    21.0";"      20";"    11.0";"      20";"      10";"    27.0";"      20";"    10.5";"    65.0";"     130";"    15.5"
"860";"90100";"GM1525 ";"   23450";"     320";"    13.5";"     130";"    30.5";"      90";"    21.5";"      50";"    11.5";"      50";"      20";"    22.0";"      20";"     7.0";"    49.0";"     140";"     6.0"
"861";"90100";"GM0716 ";"   16240";"     380";"    23.5";"     140";"    26.5";"     120";"    24.0";"      60";"    12.5";"     290";"      70";"    18.5";"     230";"    59.5";"    77.5";"     100";"     6.5"
"862";"90100";"GM0281 ";"   27720";"    1460";"    52.5";"     390";"    21.0";"     360";"    19.5";"     200";"    10.5";"     360";"      50";"    10.5";"     260";"    17.5";"    70.0";"     370";"    13.5"
"863";"90100";"GM0855 ";"  147510";"    7870";"    53.5";"    2250";"    22.0";"    2310";"    22.5";"    1180";"    11.5";"    1840";"     780";"    28.5";"    1310";"    16.5";"    71.0";"    1490";"    10.0"
"864";"90100";"GM0183 ";"   13830";"     160";"    11.5";"      70";"    34.5";"      40";"    18.0";"      20";"    10.0";"     110";"      20";"    13.0";"      80";"    51.0";"    73.0";"     100";"     7.0"
"865";"90100";"GM1700 ";"   21570";"     600";"    28.0";"     190";"    25.0";"     140";"    19.0";"      90";"    11.5";"     280";"      80";"    22.5";"     220";"    35.5";"    76.5";"     330";"    15.0"
"866";"90100";"GM1730 ";"   19970";"     460";"    23.0";"     200";"    32.0";"     140";"    23.0";"      80";"    13.0";"     170";"      30";"    11.0";"     100";"    22.0";"    60.0";"      90";"     4.5"
"867";"90100";"GM0737 ";"   19630";"     560";"    28.5";"     190";"    25.5";"     180";"    24.5";"     100";"    13.5";"     430";"      80";"    13.5";"     330";"    59.0";"    77.0";"     180";"     9.0"
