"ID";"Leeftijd";"Regiokenmerken";"Inwoners_1";"Bijstandontvangers_2";"Bijstandsdichtheid_3";"Instroom_4";"Instroom_5";"Uitstroom_6";"Uitstroom_7";"UitstroomNaarWerk_8";"UitstroomNaarWerk_9";"PersonenMetReIntegratievoorziening_10";"WerkNaReIntegratie_11";"WerkNaReIntegratie_12";"PersonenMetBijstandEnReIntegratie_13";"BijstandontvangersMetReIntegratie_14";"ReIntegratieontvangersMetBijstand_15";"WSWWerknemers_16";"WSWDichtheid_17"
"0";"20150";"NL01   ";"14303940";"  513980";"    36.0";"  148130";"    23.0";"  130750";"    20.5";"   60120";"    10.0";"  173940";"   47280";"    16.5";"  128970";"    28.0";"    74.0";"   91450";"     6.5"
"1";"20150";"LD01   ";" 1452070";"   57800";"    40.0";"   18660";"    25.0";"   15470";"    21.0";"    7920";"    11.0";"   24340";"    6520";"    17.5";"   19370";"    35.0";"    79.5";"   13860";"     9.5"
"2";"20150";"LD02   ";" 2990270";"   96260";"    32.0";"   29150";"    24.0";"   23770";"    19.5";"   11680";"    10.5";"   34950";"    9490";"    17.0";"   26540";"    30.0";"    76.0";"   20780";"     7.0"
"3";"20150";"LD03   ";" 6774760";"  268300";"    39.5";"   71690";"    21.5";"   61690";"    18.5";"   29190";"    10.0";"   84020";"   22770";"    16.0";"   61730";"    26.0";"    73.5";"   29240";"     4.5"
"4";"20150";"LD04   ";" 3086840";"   91270";"    29.5";"   26890";"    23.5";"   23310";"    20.0";"   11180";"    10.5";"   28690";"    8390";"    17.5";"   21280";"    25.5";"    74.0";"   27370";"     9.0"
"5";"20150";"PV20   ";"  499160";"   23510";"    47.0";"    7370";"    24.5";"    6210";"    20.5";"    3140";"    11.0";"   10030";"    2460";"    16.5";"    8160";"    36.5";"    81.5";"    5570";"    11.0"
"6";"20150";"PV21   ";"  539870";"   21160";"    39.0";"    6660";"    25.0";"    5500";"    20.5";"    2780";"    10.5";"    7260";"    2030";"    18.5";"    5680";"    28.0";"    78.5";"    4220";"     8.0"
"7";"20150";"PV22   ";"  413050";"   13130";"    32.0";"    4630";"    26.5";"    3750";"    21.5";"    2010";"    12.0";"    7050";"    2030";"    18.0";"    5530";"    44.5";"    78.5";"    4070";"    10.0"
"8";"20150";"PV23   ";"  948540";"   32410";"    34.0";"    9450";"    23.0";"    8050";"    20.0";"    4000";"    10.5";"   12390";"    3300";"    18.0";"    9660";"    33.0";"    78.0";"    7500";"     8.0"
"9";"20150";"PV24   ";"  328520";"   12340";"    37.5";"    3990";"    25.0";"    3270";"    20.5";"    1640";"    11.0";"    4800";"    1410";"    18.5";"    3640";"    32.5";"    76.0";"    1240";"     4.0"
"10";"20150";"PV25   ";" 1713220";"   51510";"    30.0";"   15710";"    24.5";"   12450";"    19.5";"    6040";"    10.0";"   17760";"    4780";"    16.5";"   13240";"    28.0";"    74.5";"   12030";"     7.0"
"11";"20150";"PV26   ";" 1056730";"   30560";"    29.0";"    8820";"    23.0";"    7450";"    19.5";"    3510";"    10.0";"    8820";"    2620";"    17.5";"    6630";"    24.0";"    75.0";"    3930";"     3.5"
"12";"20150";"PV27   ";" 2356270";"   90180";"    38.5";"   23410";"    21.0";"   20090";"    18.0";"    9570";"     9.5";"   32970";"    7970";"    15.5";"   22560";"    28.5";"    68.5";"    9430";"     4.0"
"13";"20150";"PV28   ";" 3039800";"  138760";"    45.5";"   36640";"    21.5";"   31860";"    18.5";"   14960";"     9.5";"   39030";"   11270";"    16.5";"   30120";"    24.5";"    77.0";"   13570";"     4.5"
"14";"20150";"PV29   ";"  321960";"    8800";"    27.5";"    2820";"    25.0";"    2290";"    20.5";"    1150";"    11.0";"    3210";"     910";"    20.0";"    2440";"    30.0";"    76.0";"    2310";"     7.0"
"15";"20150";"PV30   ";" 2118290";"   58310";"    27.5";"   17520";"    24.0";"   14890";"    20.0";"    7200";"    10.5";"   16720";"    5450";"    18.0";"   12230";"    23.0";"    73.0";"   17280";"     8.0"
"16";"20150";"PV31   ";"  968560";"   32960";"    34.0";"    9380";"    22.5";"    8420";"    20.0";"    3980";"    10.0";"   11970";"    2940";"    17.0";"    9050";"    30.0";"    75.5";"   10080";"    10.5"
"17";"20150";"CR01   ";"  125740";"    5470";"    43.5";"    1970";"    27.5";"    1510";"    21.0";"     710";"    10.0";"    3630";"     810";"    15.5";"    3030";"    57.5";"    83.5";"    2650";"    21.0"
"18";"20150";"CR02   ";"   39860";"    1890";"    47.5";"     660";"    26.0";"     560";"    22.0";"     270";"    11.0";"     460";"     130";"    14.5";"     400";"    22.5";"    86.5";"     450";"    11.5"
"19";"20150";"CR03   ";"  333560";"   16150";"    48.5";"    4750";"    23.0";"    4150";"    20.5";"    2160";"    11.0";"    5930";"    1510";"    17.0";"    4730";"    30.5";"    80.0";"    2470";"     7.5"
"20";"20150";"CR04   ";"  271060";"   11760";"    43.5";"    3600";"    24.5";"    2890";"    19.5";"    1400";"    10.0";"    3600";"     900";"    16.0";"    2840";"    25.0";"    79.0";"    2150";"     8.0"
"21";"20150";"CR05   ";"  112690";"    3680";"    32.5";"    1110";"    23.5";"     980";"    20.5";"     520";"    11.5";"    1530";"     370";"    16.5";"    1190";"    33.5";"    78.0";"     700";"     6.0"
"22";"20150";"CR06   ";"  156120";"    5720";"    36.5";"    1950";"    26.5";"    1640";"    22.0";"     860";"    12.0";"    2130";"     760";"    24.0";"    1640";"    30.0";"    77.0";"    1380";"     9.0"
"23";"20150";"CR07   ";"  160730";"    4530";"    28.0";"    1900";"    30.5";"    1370";"    22.0";"     760";"    13.0";"    1730";"     520";"    17.5";"    1170";"    27.5";"    68.0";"    1250";"     8.0"
"24";"20150";"CR08   ";"  142740";"    5750";"    40.5";"    1650";"    22.5";"    1490";"    20.5";"     790";"    11.0";"    2640";"     890";"    20.0";"    2170";"    39.5";"    82.0";"    1600";"    11.0"
"25";"20150";"CR09   ";"  109580";"    2860";"    26.0";"    1090";"    28.0";"     890";"    23.0";"     460";"    12.5";"    2690";"     630";"    16.5";"    2190";"    81.5";"    81.5";"    1220";"    11.0"
"26";"20150";"CR10   ";"  298110";"    7930";"    26.5";"    2430";"    24.5";"    2110";"    21.0";"    1140";"    12.0";"    2920";"    1200";"    27.0";"    2190";"    29.5";"    75.0";"    2070";"     7.0"
"27";"20150";"CR11   ";"  128230";"    4190";"    32.5";"    1290";"    24.5";"    1020";"    19.5";"     480";"     9.5";"    2040";"     380";"    10.0";"    1600";"    41.0";"    78.0";"    1140";"     9.0"
"28";"20150";"CR12   ";"  522200";"   20290";"    39.0";"    5740";"    22.5";"    4930";"    19.5";"    2370";"    10.5";"    7430";"    1720";"    17.0";"    5880";"    32.5";"    79.0";"    4300";"     8.0"
"29";"20150";"CR13   ";"  559620";"   12520";"    22.5";"    4360";"    27.5";"    3480";"    22.0";"    1630";"    11.0";"    6940";"    1940";"    15.5";"    5370";"    46.5";"    77.5";"    3170";"     5.5"
"30";"20150";"CR14   ";"  338210";"    8110";"    24.0";"    2580";"    25.0";"    2120";"    20.5";"    1020";"    10.5";"    4620";"    1210";"    17.5";"    3470";"    45.5";"    75.0";"    3020";"     9.0"
"31";"20150";"CR15   ";"  617860";"   26350";"    42.5";"    7460";"    23.0";"    5750";"    18.0";"    2810";"     9.5";"    4800";"    1370";"    17.0";"    3330";"    14.0";"    69.5";"    4640";"     7.5"
"32";"20150";"CR16   ";"  197530";"    4530";"    23.0";"    1320";"    23.0";"    1110";"    19.5";"     580";"    11.0";"    1400";"     260";"    13.5";"    1080";"    26.0";"    77.0";"    1210";"     6.0"
"33";"20150";"CR17   ";" 1056730";"   30560";"    29.0";"    8820";"    23.0";"    7450";"    19.5";"    3510";"    10.0";"    8820";"    2620";"    17.5";"    6630";"    24.0";"    75.0";"    3930";"     3.5"
"34";"20150";"CR18   ";"  312500";"    7440";"    24.0";"    2250";"    24.0";"    1830";"    19.5";"     980";"    11.0";"    2690";"     860";"    22.5";"    2080";"    30.5";"    77.5";"    1450";"     4.5"
"35";"20150";"CR19   ";"  203830";"    4960";"    24.5";"    1560";"    25.0";"    1210";"    19.5";"     620";"    11.0";"    1570";"     700";"    24.5";"    1160";"    25.5";"    73.5";"     890";"     4.5"
"36";"20150";"CR20   ";"  165370";"    4310";"    26.0";"    1270";"    23.5";"    1140";"    21.0";"     530";"    10.5";"    1790";"     430";"    15.0";"    1470";"    36.5";"    82.0";"     710";"     4.5"
"37";"20150";"CR21   ";"  192640";"    5280";"    27.5";"    1360";"    21.0";"    1080";"    17.0";"     500";"     8.5";"     630";"     150";"     9.0";"     480";"    10.0";"    76.5";"     830";"     4.5"
"38";"20150";"CR22   ";"  141230";"    5100";"    36.0";"    1360";"    21.5";"    1260";"    20.0";"     590";"    10.0";"    1280";"     520";"    23.5";"     930";"    20.0";"    72.5";"     480";"     3.5"
"39";"20150";"CR23   ";" 1132880";"   57670";"    51.0";"   14170";"    20.0";"   12360";"    17.5";"    5780";"     9.5";"   22900";"    4760";"    13.5";"   14750";"    30.0";"    64.5";"    4440";"     4.0"
"40";"20150";"CR24   ";"  207810";"    5430";"    26.0";"    1450";"    22.0";"    1210";"    18.5";"     580";"     9.5";"    2100";"     560";"    18.0";"    1690";"    34.5";"    80.5";"     630";"     3.0"
"41";"20150";"CR25   ";"  354010";"    8260";"    23.5";"    2520";"    24.5";"    2000";"    19.5";"     950";"    10.0";"    2410";"     940";"    22.5";"    1800";"    24.0";"    74.5";"    1810";"     5.0"
"42";"20150";"CR26   ";"  705890";"   41040";"    58.0";"   10530";"    21.0";"    9150";"    18.0";"    4350";"     9.5";"   15160";"    3600";"    13.5";"   11750";"    33.0";"    77.5";"    2660";"     4.0"
"43";"20150";"CR27   ";"  192190";"    5420";"    28.0";"    1540";"    23.0";"    1400";"    21.0";"     670";"    11.0";"    1680";"     610";"    18.5";"    1330";"    27.5";"    79.5";"     890";"     4.5"
"44";"20150";"CR28   ";"  268480";"    6270";"    23.5";"    2050";"    26.0";"    1600";"    20.5";"     810";"    11.5";"    1730";"     590";"    20.0";"    1210";"    21.5";"    70.0";"    1440";"     5.5"
"45";"20150";"CR29   ";" 1187450";"   67300";"    56.5";"   16710";"    20.0";"   14990";"    18.0";"    6900";"     9.5";"   15290";"    4810";"    17.0";"   12080";"    20.5";"    79.0";"    4940";"     4.0"
"46";"20150";"CR30   ";"  331790";"   10470";"    31.5";"    3300";"    25.0";"    2720";"    20.5";"    1290";"    10.5";"    2770";"     720";"    17.5";"    1950";"    20.5";"    70.5";"    1820";"     5.5"
"47";"20150";"CR31   ";"   90880";"    2100";"    23.0";"     730";"    26.5";"     600";"    22.0";"     290";"    11.5";"    1310";"     360";"    21.5";"     980";"    51.5";"    75.0";"     740";"     8.0"
"48";"20150";"CR32   ";"  231080";"    6710";"    29.0";"    2090";"    24.5";"    1690";"    20.0";"     860";"    11.0";"    1910";"     550";"    19.5";"    1460";"    23.5";"    76.5";"    1570";"     7.0"
"49";"20150";"CR33   ";"  531080";"   15340";"    29.0";"    4400";"    23.0";"    3610";"    19.0";"    1650";"     9.5";"    4690";"    1410";"    16.5";"    3630";"    26.0";"    77.5";"    4120";"     8.0"
"50";"20150";"CR34   ";"  397220";"   12240";"    31.0";"    3740";"    23.5";"    3600";"    22.5";"    1740";"    11.5";"    3530";"    1190";"    23.5";"    2480";"    22.0";"    70.0";"    2720";"     7.0"
"51";"20150";"CR35   ";"  546700";"   12480";"    23.0";"    4160";"    26.0";"    3400";"    21.0";"    1740";"    12.0";"    4990";"    1380";"    17.0";"    3610";"    32.0";"    72.5";"    5490";"    10.0"
"52";"20150";"CR36   ";"  643290";"   18250";"    28.5";"    5230";"    23.0";"    4280";"    19.0";"    2060";"    10.0";"    3510";"    1470";"    17.0";"    2520";"    15.0";"    72.0";"    4960";"     7.5"
"53";"20150";"CR37   ";"  239290";"    6660";"    28.0";"    2120";"    25.0";"    1780";"    21.0";"     930";"    12.0";"    1200";"     380";"    20.0";"     750";"    12.5";"    62.5";"    2190";"     9.0"
"54";"20150";"CR38   ";"  203370";"    5500";"    27.0";"    1820";"    25.5";"    1450";"    20.5";"     690";"    10.5";"    3470";"     860";"    18.5";"    2790";"    56.0";"    80.5";"    1820";"     9.0"
"55";"20150";"CR39   ";"  525890";"   20790";"    39.5";"    5440";"    21.0";"    5200";"    20.0";"    2360";"     9.5";"    7300";"    1690";"    16.0";"    5500";"    28.5";"    75.5";"    6080";"    11.5"
"56";"20150";"CR40   ";"  328520";"   12340";"    37.5";"    3990";"    25.0";"    3270";"    20.5";"    1640";"    11.0";"    4800";"    1410";"    18.5";"    3640";"    32.5";"    76.0";"    1240";"     4.0"
"57";"20150";"GM1680 ";"   21710";"     420";"    19.0";"     180";"    32.0";"     150";"    27.0";"      90";"    16.5";"     160";"      30";"    12.5";"      90";"    22.5";"    56.5";"     130";"     6.0"
"58";"20150";"GM0738 ";"   10540";"     140";"    13.0";"      80";"    42.0";"      40";"    21.5";"      20";"    11.5";"      10";"      10";"    38.5";"      10";"     4.5";"    60.0";"      40";"     4.0"
"59";"20150";"GM0358 ";"   25520";"     290";"    11.5";"     100";"    25.5";"      90";"    23.5";"      30";"     9.5";"     180";"      50";"    18.5";"     140";"    53.0";"    79.5";"      40";"     1.5"
"60";"20150";"GM0197 ";"   22590";"     380";"    16.5";"     130";"    26.5";"      90";"    19.0";"      40";"     8.5";"     220";"      50";"    13.5";"     170";"    47.5";"    75.5";"     300";"    13.5"
"61";"20150";"GM0059 ";"   22780";"     770";"    33.5";"     200";"    20.0";"     190";"    20.0";"      90";"     9.5";"     390";"      90";"    16.5";"     310";"    41.5";"    78.5";"     220";"    10.0"
"62";"20150";"GM0482 ";"   16070";"     400";"    24.5";"     120";"    24.0";"      90";"    19.5";"      50";"    12.0";"      80";"      30";"    24.5";"      40";"    11.5";"    53.0";"      60";"     4.0"
"63";"20150";"GM0613 ";"   20430";"     330";"    16.0";"     110";"    28.0";"      70";"    18.0";"      30";"     9.0";"     210";"      30";"    13.5";"     160";"    52.0";"    75.5";"      40";"     2.0"
"64";"20150";"GM0361 ";"   91050";"    3020";"    33.0";"     910";"    24.0";"     740";"    19.5";"     360";"    10.5";"     830";"     430";"    26.5";"     630";"    23.5";"    75.5";"     510";"     5.5"
"65";"20150";"GM0141 ";"   60290";"    3680";"    61.0";"     910";"    20.0";"     790";"    17.5";"     380";"     9.5";"    1120";"     160";"    10.5";"     950";"    29.5";"    85.0";"     580";"     9.5"
"66";"20150";"GM0034 ";"  162100";"    7030";"    43.5";"    2190";"    24.5";"    1910";"    21.0";"    1000";"    12.0";"    2350";"     800";"    19.0";"    1810";"    28.5";"    77.0";"     530";"     3.5"
"67";"20150";"GM0484 ";"   90250";"    2080";"    23.0";"     770";"    29.0";"     570";"    21.5";"     300";"    12.5";"     540";"     230";"    23.5";"     400";"    21.5";"    75.0";"     530";"     6.0"
"68";"20150";"GM1723 ";"    8510";"     110";"    13.0";"      40";"    30.5";"      20";"    15.5";"      10";"     7.0";"      20";"      10";"    21.5";"      10";"    10.0";"    52.5";"      40";"     4.5"
"69";"20150";"GM0060 ";"    3020";"      10";"     3.5";"       0";"       .";"       0";"       .";"       0";"       .";"       0";"       0";"       .";"       0";"       .";"       .";"      20";"     5.5"
"70";"20150";"GM0307 ";"  124740";"    4080";"    32.5";"    1140";"    22.5";"     970";"    19.0";"     470";"    10.0";"    1400";"     540";"    21.5";"    1070";"    29.5";"    76.5";"     870";"     7.0"
"71";"20150";"GM0362 ";"   73750";"    1310";"    18.0";"     400";"    24.5";"     340";"    21.0";"     170";"    12.0";"     700";"     200";"    20.5";"     530";"    46.5";"    76.0";"     120";"     1.5"
"72";"20150";"GM0363 ";"  718500";"   49460";"    69.0";"   11580";"    19.0";"   10300";"    17.0";"    4710";"     9.0";"   19390";"    3780";"    12.5";"   12230";"    29.0";"    63.0";"    3340";"     4.5"
"73";"20150";"GM0200 ";"  134120";"    4190";"    31.0";"    1440";"    26.5";"    1290";"    23.5";"     510";"    10.0";"    2520";"     750";"    13.0";"    1990";"    51.0";"    79.0";"    1000";"     7.5"
"74";"20150";"GM0003 ";"   10160";"     520";"    51.5";"     160";"    23.5";"     170";"    24.5";"      80";"    12.0";"     130";"      40";"    14.0";"     120";"    23.5";"    89.0";"     190";"    18.5"
"75";"20150";"GM0202 ";"  130310";"    9330";"    71.5";"    2410";"    21.5";"    1870";"    17.0";"     880";"     8.5";"     770";"     270";"    16.5";"     430";"     5.0";"    56.5";"    1340";"    10.5"
"76";"20150";"GM0106 ";"   55900";"    2390";"    42.5";"     810";"    26.0";"     710";"    23.0";"     380";"    12.5";"     760";"     220";"    17.0";"     500";"    22.0";"    65.5";"     670";"    12.0"
"77";"20150";"GM0743 ";"   14110";"     240";"    17.0";"      70";"    22.5";"      50";"    17.5";"      30";"    10.5";"      30";"      20";"    15.0";"      20";"     9.0";"    74.0";"      90";"     6.5"
"78";"20150";"GM0744 ";"    5740";"      90";"    15.0";"      30";"    31.5";"      20";"    18.0";"      10";"     7.0";"      20";"       0";"       .";"      10";"    12.5";"    41.5";"      30";"     4.5"
"79";"20150";"GM0308 ";"   20580";"     410";"    20.0";"     120";"    23.5";"     110";"    21.0";"      60";"    12.5";"     410";"      70";"    12.0";"     310";"    81.5";"    74.0";"      60";"     2.5"
"80";"20150";"GM0489 ";"   38950";"     600";"    15.5";"     190";"    26.0";"     160";"    21.5";"      70";"    10.0";"     310";"      60";"    13.0";"     250";"    46.0";"    81.5";"      80";"     2.0"
"81";"20150";"GM0203 ";"   44210";"     690";"    15.5";"     230";"    27.0";"     190";"    21.5";"     110";"    13.0";"     490";"     130";"    19.5";"     390";"    60.0";"    79.5";"     120";"     3.0"
"82";"20150";"GM0005 ";"    8760";"     190";"    22.0";"      80";"    29.5";"      70";"    27.5";"      30";"    13.0";"     170";"      40";"    18.0";"     130";"    70.5";"    77.0";"      70";"     8.0"
"83";"20150";"GM0888 ";"   13960";"     350";"    25.0";"      80";"    19.5";"      80";"    17.5";"      40";"     9.0";"      80";"      20";"    19.0";"      60";"    17.0";"    72.5";"      80";"     6.0"
"84";"20150";"GM0370 ";"    7690";"      90";"    12.0";"      20";"    16.5";"      10";"    13.0";"      10";"    10.0";"      40";"      10";"    18.5";"      20";"    27.0";"    63.0";"      10";"     2.0"
"85";"20150";"GM0889 ";"   11390";"     270";"    23.5";"     110";"    28.0";"     100";"    27.0";"      50";"    15.5";"      80";"      30";"    32.5";"      60";"    23.0";"    68.0";"      90";"     7.5"
"86";"20150";"GM0007 ";"    7770";"     250";"    32.0";"     140";"    36.5";"      70";"    19.0";"      30";"     9.0";"     160";"      20";"     6.0";"     130";"    55.5";"    84.0";"     110";"    14.5"
"87";"20150";"GM1945 ";"   29920";"     920";"    30.5";"     310";"    27.0";"     220";"    19.5";"     120";"    11.0";"     100";"      40";"    16.5";"      60";"     6.5";"    56.0";"     220";"     7.0"
"88";"20150";"GM1724 ";"   15550";"     180";"    11.5";"      60";"    24.0";"      60";"    26.0";"      20";"    11.0";"     130";"      20";"    15.0";"     110";"    62.0";"    84.0";"     130";"     8.5"
"89";"20150";"GM0893 ";"   11260";"     210";"    18.5";"      80";"    28.0";"      50";"    19.5";"      40";"    14.5";"     110";"      40";"    21.5";"      80";"    41.0";"    74.0";"     130";"    12.0"
"90";"20150";"GM0373 ";"   26040";"     340";"    13.0";"     100";"    24.0";"      60";"    14.5";"      30";"     6.5";"     130";"      10";"     9.5";"      90";"    29.0";"    72.5";"      70";"     2.5"
"91";"20150";"GM0748 ";"   56180";"    2110";"    37.5";"     580";"    21.5";"     540";"    20.0";"     230";"     9.5";"     600";"     150";"    16.5";"     430";"    22.5";"    71.5";"     500";"     9.0"
"92";"20150";"GM1859 ";"   37450";"     700";"    18.5";"     260";"    30.5";"     180";"    21.0";"     100";"    11.5";"     740";"     150";"    16.5";"     560";"    85.0";"    76.5";"     320";"     8.5"
"93";"20150";"GM1721 ";"   25210";"     330";"    13.0";"      90";"    24.0";"      60";"    15.0";"      40";"    10.0";"     170";"      30";"    13.0";"     130";"    41.0";"    79.5";"     230";"     9.0"
"94";"20150";"GM0753 ";"   24390";"     500";"    20.5";"     150";"    23.5";"     140";"    21.5";"      60";"    10.5";"     250";"      60";"    17.0";"     160";"    35.0";"    64.0";"     150";"     6.0"
"95";"20150";"GM0209 ";"   21490";"     480";"    22.0";"     150";"    24.5";"     110";"    18.5";"      50";"     9.0";"      30";"      20";"    13.0";"      20";"     4.5";"    63.5";"     140";"     6.5"
"96";"20150";"GM0375 ";"   33980";"    1160";"    34.5";"     370";"    24.0";"     350";"    23.0";"     170";"    12.0";"     300";"     100";"    19.5";"     230";"    21.0";"    74.5";"     200";"     6.0"
"97";"20150";"GM0063 ";"    8710";"     300";"    34.5";"     120";"    28.5";"      70";"    16.5";"      30";"     8.0";"     160";"      40";"    15.0";"     130";"    45.0";"    84.5";"      50";"     6.0"
"98";"20150";"GM0310 ";"   35490";"     750";"    21.0";"     200";"    22.0";"     180";"    19.5";"      80";"    10.0";"     230";"      70";"    21.0";"     170";"    24.5";"    73.5";"      70";"     2.0"
"99";"20150";"GM0585 ";"   24410";"     280";"    11.5";"     130";"    35.5";"      60";"    15.5";"      30";"     9.5";"     210";"      40";"    16.5";"     180";"    64.5";"    84.0";"      50";"     2.0"
"100";"20150";"GM1728 ";"   16870";"     180";"    10.5";"      70";"    30.0";"      60";"    25.0";"      30";"    13.5";"     130";"      40";"    26.0";"      90";"    55.0";"    73.0";"     270";"    16.0"
"101";"20150";"GM0376 ";"    8480";"     130";"    15.5";"      40";"    27.0";"      40";"    23.5";"      20";"    14.0";"      90";"      20";"    17.0";"      70";"    54.0";"    75.0";"      10";"     1.0"
"102";"20150";"GM0377 ";"   18790";"     210";"    11.5";"      50";"    21.5";"      40";"    17.5";"      20";"     9.5";"     210";"      40";"    13.5";"     170";"    87.0";"    80.0";"      30";"     2.0"
"103";"20150";"GM1901 ";"   27590";"     360";"    13.0";"     130";"    30.5";"      90";"    19.5";"      50";"    12.0";"     150";"      30";"    15.0";"     130";"    38.5";"    81.5";"     100";"     3.5"
"104";"20150";"GM0755 ";"    8620";"     100";"    11.0";"      40";"    33.5";"      30";"    21.5";"      10";"     9.0";"      40";"      10";"    17.5";"      30";"    32.5";"    68.0";"      70";"     8.0"
"105";"20150";"GM0009 ";"    5960";"     110";"    18.5";"      30";"    19.5";"      20";"    16.0";"      10";"     9.0";"      40";"      10";"    22.0";"      30";"    31.0";"    76.5";"      30";"     4.5"
"106";"20150";"GM1681 ";"   21730";"     570";"    26.0";"     200";"    27.0";"     140";"    19.5";"      70";"     9.5";"     320";"     110";"    25.0";"     250";"    46.0";"    80.0";"     220";"    10.5"
"107";"20150";"GM0147 ";"   18770";"     410";"    22.0";"     210";"    35.5";"     100";"    17.5";"      60";"    10.5";"      60";"      20";"    22.0";"      40";"    11.0";"    66.5";"     130";"     7.0"
"108";"20150";"GM0654 ";"   18680";"     260";"    14.0";"      80";"    26.0";"      70";"    22.0";"      30";"     9.5";"     160";"      40";"    15.0";"     130";"    53.0";"    79.5";"      80";"     4.0"
"109";"20150";"GM0756 ";"   24440";"     400";"    16.5";"     210";"    35.5";"     130";"    22.5";"      70";"    12.0";"     170";"      50";"    26.5";"     110";"    29.5";"    66.0";"     250";"    10.0"
"110";"20150";"GM0757 ";"   25660";"     510";"    19.5";"     170";"    24.5";"     170";"    25.5";"     110";"    17.0";"     180";"      60";"    19.5";"     110";"    25.5";"    61.5";"     410";"    16.0"
"111";"20150";"GM0758 ";"  153260";"    5650";"    37.0";"    1520";"    22.0";"    1210";"    17.5";"     550";"     8.5";"    2250";"     620";"    17.0";"    1920";"    37.0";"    85.0";"    1140";"     7.5"
"112";"20150";"GM0501 ";"   14430";"     260";"    18.0";"      70";"    22.5";"      60";"    20.0";"      40";"    11.0";"     100";"      20";"    21.5";"      70";"    29.5";"    76.0";"      20";"     1.5"
"113";"20150";"GM1876 ";"   31080";"     400";"    13.0";"     170";"    31.5";"     110";"    21.0";"      50";"     9.0";"     210";"      50";"    17.5";"     130";"    35.5";"    64.0";"     190";"     6.0"
"114";"20150";"GM0213 ";"   17870";"     360";"    20.0";"     120";"    26.0";"     100";"    22.0";"      50";"    11.0";"     210";"      60";"    12.0";"     170";"    50.5";"    81.0";"      90";"     5.0"
"115";"20150";"GM0899 ";"   24640";"    1080";"    43.5";"     250";"    18.0";"     270";"    20.0";"     130";"    10.5";"     250";"     120";"    24.5";"     200";"    20.0";"    80.0";"     470";"    19.0"
"116";"20150";"GM0312 ";"   12400";"     150";"    12.0";"      50";"    29.5";"      40";"    21.5";"      20";"    12.0";"      60";"      20";"    29.0";"      40";"    28.0";"    71.0";"      20";"     1.5"
"117";"20150";"GM0313 ";"   16870";"     210";"    12.5";"      60";"    24.5";"      60";"    22.0";"      40";"    14.5";"     190";"      40";"    16.0";"     170";"    86.0";"    88.5";"      50";"     2.5"
"118";"20150";"GM0214 ";"   22000";"     260";"    12.0";"     120";"    34.0";"      90";"    24.5";"      40";"    11.5";"     110";"      20";"    13.5";"      70";"    27.5";"    66.5";"     100";"     4.5"
"119";"20150";"GM0502 ";"   55460";"    2720";"    49.0";"     790";"    23.0";"     760";"    22.0";"     370";"    11.5";"    1460";"     380";"    16.5";"    1200";"    49.5";"    82.0";"     310";"     5.5"
"120";"20150";"GM0383 ";"   29970";"     360";"    12.0";"     120";"    27.5";"     100";"    22.0";"      50";"    11.0";"     200";"      50";"    16.0";"     170";"    47.5";"    81.5";"      50";"     1.5"
"121";"20150";"GM0109 ";"   29810";"    1000";"    33.5";"     300";"    23.0";"     290";"    22.0";"     150";"    12.0";"     530";"     230";"    20.5";"     450";"    47.0";"    85.0";"     200";"     7.0"
"122";"20150";"GM1706 ";"   17630";"     330";"    18.5";"     150";"    33.5";"      70";"    16.0";"      30";"     7.5";"      70";"      50";"    44.5";"      50";"    18.0";"    79.5";"     100";"     6.0"
"123";"20150";"GM0611 ";"   10900";"     110";"    10.5";"      40";"    26.5";"      20";"    13.5";"      10";"     9.5";"      70";"      20";"    22.5";"      60";"    53.0";"    82.5";"      30";"     3.0"
"124";"20150";"GM1684 ";"   20840";"     550";"    26.5";"     180";"    26.0";"     150";"    22.0";"      80";"    12.5";"      80";"      80";"    35.0";"      50";"    11.0";"    68.0";"     270";"    13.0"
"125";"20150";"GM0216 ";"   22990";"     780";"    34.0";"     190";"    19.5";"     170";"    17.5";"      90";"    10.5";"     250";"      40";"    12.5";"     220";"    32.0";"    87.0";"     160";"     7.0"
"126";"20150";"GM0148 ";"   23110";"     290";"    12.5";"     120";"    31.0";"      90";"    24.0";"      50";"    15.0";"      80";"      30";"    31.0";"      50";"    18.5";"    68.0";"     140";"     6.0"
"127";"20150";"GM1891 ";"   15740";"     550";"    35.0";"     150";"    21.5";"     130";"    18.5";"      70";"    11.0";"     100";"      30";"    17.5";"      70";"    13.0";"    71.0";"     210";"    13.0"
"128";"20150";"GM0503 ";"   88560";"    3730";"    42.0";"    1070";"    23.0";"    1000";"    21.5";"     470";"    11.0";"    1100";"     420";"    16.5";"     890";"    26.5";"    81.0";"     520";"     6.0"
"129";"20150";"GM0010 ";"   21390";"    1120";"    52.5";"     410";"    27.5";"     290";"    19.5";"     150";"    10.5";"     270";"      80";"    14.5";"     230";"    21.5";"    86.5";"     210";"     9.5"
"130";"20150";"GM0762 ";"   27060";"     500";"    18.5";"     150";"    25.0";"     100";"    17.0";"      50";"     9.5";"      60";"      40";"    22.5";"      40";"     9.0";"    75.0";"     200";"     7.5"
"131";"20150";"GM0150 ";"   82300";"    3510";"    42.5";"    1050";"    24.0";"     850";"    19.5";"     400";"     9.5";"    1640";"     280";"     9.0";"    1270";"    39.0";"    77.5";"     830";"    10.0"
