"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instroom_4","Instroom_5","Uitstroom_6","Uitstroom_7","UitstroomNaarWerk_8","UitstroomNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkNaReIntegratie_11","WerkNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandsontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"0","20150","NL01   ","14422560","  508480","    35.5","  123060","    19.5","  128560","    20.0","   60890","    10.5","  190360","       .","       .","  137650","    30.0","    72.5","   86980","     6.0"
"1","20150","LD01   "," 1456560","   56980","    39.0","   15730","    21.5","   15220","    20.5","    8050","    11.5","   25860","       .","       .","   19740","    36.5","    76.5","   13280","     9.0"
"2","20150","LD02   "," 3016270","   95530","    31.5","   23920","    20.0","   23910","    20.0","   11860","    10.5","   36250","       .","       .","   26350","    30.5","    72.5","   19610","     6.5"
"3","20150","LD03   "," 6841800","  266060","    39.0","   60150","    18.5","   60420","    18.5","   29570","    10.0","   96050","       .","       .","   70210","    30.0","    73.0","   27900","     4.0"
"4","20150","LD04   "," 3107930","   89620","    29.0","   21670","    19.5","   22730","    20.5","   11260","    11.0","   30360","       .","       .","   21310","    26.0","    70.0","   26010","     8.5"
"5","20150","PV20   ","  499790","   23380","    47.0","    6240","    21.0","    6030","    20.5","    3200","    11.0","   10760","       .","       .","    8520","    38.5","    79.0","    5350","    10.5"
"6","20150","PV21   ","  541870","   20650","    38.0","    5470","    20.5","    5670","    21.5","    2910","    11.5","    7240","       .","       .","    5270","    26.5","    73.0","    4040","     7.5"
"7","20150","PV22   ","  414890","   12960","    31.0","    4020","    23.5","    3520","    20.5","    1950","    12.0","    7860","       .","       .","    5960","    48.5","    76.0","    3890","     9.5"
"8","20150","PV23   ","  955140","   32260","    34.0","    7940","    19.5","    7950","    19.5","    3930","    10.5","   13610","       .","       .","   10350","    35.5","    76.0","    7120","     7.5"
"9","20150","PV24   ","  332830","   12170","    36.5","    3270","    21.0","    3170","    20.5","    1660","    11.5","    5260","       .","       .","    3840","    35.0","    73.0","    1190","     3.5"
"10","20150","PV25   "," 1728310","   51100","    29.5","   12720","    20.0","   12790","    20.0","    6270","    10.5","   17380","       .","       .","   12160","    26.0","    70.0","   11290","     6.5"
"11","20150","PV26   "," 1068310","   30230","    28.5","    7450","    19.5","    7720","    20.5","    3790","    11.0","   10220","       .","       .","    7830","    29.0","    76.5","    3750","     3.5"
"12","20150","PV27   "," 2380610","   90390","    38.0","   20380","    18.5","   19350","    17.5","    9480","     9.5","   37780","       .","       .","   26700","    34.0","    70.5","    8990","     4.0"
"13","20150","PV28   "," 3069620","  136880","    44.5","   30120","    18.0","   31000","    18.5","   15150","    10.0","   44760","       .","       .","   33240","    27.5","    74.5","   12940","     4.0"
"14","20150","PV29   ","  323260","    8560","    26.5","    2200","    20.0","    2350","    21.5","    1150","    11.0","    3280","       .","       .","    2440","    31.0","    74.0","    2220","     7.0"
"15","20150","PV30   "," 2137560","   57690","    27.0","   14140","    20.0","   14550","    20.5","    7290","    11.0","   17800","       .","       .","   12230","    23.5","    68.5","   16430","     7.5"
"16","20150","PV31   ","  970370","   31930","    33.0","    7530","    18.5","    8180","    20.0","    3970","    10.5","   12560","       .","       .","    9080","    31.0","    72.5","    9580","    10.0"
"17","20150","CR01   ","  125550","    5430","    43.0","    1580","    22.5","    1520","    21.5","     810","    12.0","    3920","       .","       .","    3230","    62.5","    82.5","    2570","    20.5"
"18","20150","CR02   ","   39580","    1910","    48.5","     630","    25.0","     560","    22.5","     330","    13.5","     480","       .","       .","     370","    20.5","    78.5","     430","    11.0"
"19","20150","CR03   ","  334670","   16040","    48.0","    4030","    20.0","    3950","    19.5","    2060","    10.5","    6360","       .","       .","    4910","    32.0","    77.0","    2350","     7.0"
"20","20150","CR04   ","  271650","   11560","    42.5","    3030","    20.5","    3070","    21.0","    1520","    10.5","    3400","       .","       .","    2470","    22.5","    72.5","    2050","     7.5"
"21","20150","CR05   ","  113320","    3600","    32.0","     960","    20.5","     950","    20.5","     510","    11.5","    1630","       .","       .","    1200","    34.5","    73.5","     670","     6.0"
"22","20150","CR06   ","  156910","    5490","    35.0","    1480","    20.5","    1640","    23.0","     880","    12.5","    2210","       .","       .","    1600","    30.5","    72.5","    1320","     8.5"
"23","20150","CR07   ","  161240","    4450","    27.5","    1860","    29.0","    1330","    21.0","     720","    11.5","    2270","       .","       .","    1530","    36.0","    67.0","    1170","     7.5"
"24","20150","CR08   ","  142920","    5630","    39.5","    1380","    19.5","    1440","    20.0","     820","    12.0","    2770","       .","       .","    2160","    40.0","    78.0","    1540","    11.0"
"25","20150","CR09   ","  110720","    2880","    26.0","     780","    21.5","     750","    20.5","     410","    12.0","    2830","       .","       .","    2280","    84.5","    80.5","    1180","    10.5"
"26","20150","CR10   ","  301200","    8000","    26.5","    2140","    21.0","    2050","    20.5","    1130","    12.0","    3230","       .","       .","    2360","    31.5","    73.0","    1960","     6.5"
"27","20150","CR11   ","  129300","    4080","    31.5","    1060","    20.0","    1120","    21.5","     530","    11.0","    2240","       .","       .","    1720","    45.5","    76.5","    1090","     8.5"
"28","20150","CR12   ","  524650","   20180","    38.5","    4740","    19.0","    4780","    19.0","    2270","    10.0","    8130","       .","       .","    6270","    35.0","    77.0","    4080","     8.0"
"29","20150","CR13   ","  565220","   12660","    22.5","    3610","    22.5","    3420","    21.0","    1710","    11.5","    5780","       .","       .","    4240","    36.5","    73.5","    3030","     5.5"
"30","20150","CR14   ","  340050","    7980","    23.5","    2050","    20.0","    2070","    20.5","    1010","    10.5","    5020","       .","       .","    3540","    47.5","    70.5","    2820","     8.5"
"31","20150","CR15   ","  623660","   26110","    42.0","    6050","    18.5","    6160","    19.0","    2990","    10.0","    5170","       .","       .","    3340","    14.0","    64.5","    4340","     7.0"
"32","20150","CR16   ","  199380","    4360","    22.0","    1020","    18.5","    1140","    20.5","     560","    11.0","    1410","       .","       .","    1030","    26.0","    73.5","    1100","     5.5"
"33","20150","CR17   "," 1068310","   30230","    28.5","    7450","    19.5","    7720","    20.5","    3790","    11.0","   10220","       .","       .","    7830","    29.0","    76.5","    3750","     3.5"
"34","20150","CR18   ","  314400","    7370","    23.5","    1970","    21.0","    1940","    20.5","    1060","    12.0","    2850","       .","       .","    2090","    31.0","    73.5","    1390","     4.5"
"35","20150","CR19   ","  205860","    5030","    24.5","    1350","    21.5","    1220","    19.5","     620","    11.0","    1980","       .","       .","    1410","    31.0","    71.5","     880","     4.5"
"36","20150","CR20   ","  166550","    4330","    26.0","    1010","    19.0","    1010","    19.0","     480","     9.5","    1590","       .","       .","    1260","    31.5","    79.0","     670","     4.0"
"37","20150","CR21   ","  193770","    5380","    28.0","    1210","    18.5","    1070","    16.5","     490","     8.0","    1950","       .","       .","    1540","    31.5","    79.0","     780","     4.0"
"38","20150","CR22   ","  142590","    5110","    36.0","    1220","    19.5","    1210","    19.0","     600","    10.0","    2150","       .","       .","    1620","    34.5","    75.5","     450","     3.0"
"39","20150","CR23   "," 1147500","   57700","    50.5","   12370","    17.5","   11690","    16.5","    5630","     9.0","   25040","       .","       .","   16990","    34.5","    68.0","    4200","     3.5"
"40","20150","CR24   ","  209930","    5460","    26.0","    1240","    18.5","    1220","    18.5","     610","    10.0","    2230","       .","       .","    1800","    37.0","    81.0","     610","     3.0"
"41","20150","CR25   ","  357650","    8400","    23.5","    2170","    21.0","    2000","    19.0","     990","    10.0","    3040","       .","       .","    2280","    30.0","    75.0","    1730","     5.0"
"42","20150","CR26   ","  714710","   40520","    56.5","    8810","    17.5","    8930","    18.0","    4360","    10.0","   17470","       .","       .","   12950","    37.0","    74.0","    2530","     3.5"
"43","20150","CR27   ","  195280","    5440","    28.0","    1230","    18.5","    1290","    19.5","     630","    10.5","    1550","       .","       .","    1200","    24.5","    77.5","     850","     4.5"
"44","20150","CR28   ","  272220","    6280","    23.0","    1550","    20.0","    1540","    19.5","     760","    11.0","    2120","       .","       .","    1450","    26.0","    68.5","    1380","     5.0"
"45","20150","CR29   "," 1195900","   65880","    55.0","   13840","    17.0","   14650","    18.0","    7110","    10.0","   16840","       .","       .","   12940","    22.5","    77.0","    4710","     4.0"
"46","20150","CR30   ","  333850","   10370","    31.0","    2520","    19.5","    2580","    20.0","    1300","    11.0","    3750","       .","       .","    2420","    26.0","    64.5","    1740","     5.0"
"47","20150","CR31   ","   90910","    2060","    22.5","     570","    21.5","     600","    22.5","     280","    11.5","    1270","       .","       .","     950","    51.5","    75.0","     710","     8.0"
"48","20150","CR32   ","  232360","    6500","    28.0","    1630","    19.5","    1740","    21.0","     870","    11.0","    2010","       .","       .","    1490","    24.5","    74.0","    1510","     6.5"
"49","20150","CR33   ","  535480","   15350","    28.5","    3690","    19.5","    3600","    19.0","    1710","    10.0","    5250","       .","       .","    3940","    28.0","    75.0","    3890","     7.5"
"50","20150","CR34   ","  400990","   11940","    30.0","    3110","    20.0","    3320","    21.5","    1750","    12.0","    2610","       .","       .","    1620","    14.5","    62.0","    2580","     6.5"
"51","20150","CR35   ","  551680","   12310","    22.5","    3120","    21.5","    3240","    22.5","    1790","    13.5","    5890","       .","       .","    3970","    36.0","    67.5","    5210","     9.5"
"52","20150","CR36   ","  649400","   18100","    28.0","    4230","    19.0","    4400","    19.5","    2040","    10.0","    4050","       .","       .","    2710","    16.5","    67.0","    4750","     7.5"
"53","20150","CR37   ","  240270","    6470","    27.0","    1570","    19.0","    1700","    20.5","     900","    12.0","    1240","       .","       .","     730","    12.5","    58.5","    2090","     8.5"
"54","20150","CR38   ","  204470","    5240","    25.5","    1390","    20.0","    1510","    22.0","     740","    11.5","    3470","       .","       .","    2650","    56.5","    76.5","    1730","     8.5"
"55","20150","CR39   ","  525630","   20220","    38.5","    4570","    18.0","    4980","    19.5","    2330","    10.0","    7850","       .","       .","    5710","    30.5","    72.5","    5760","    11.0"
"56","20150","CR40   ","  332830","   12170","    36.5","    3270","    21.0","    3170","    20.5","    1660","    11.5","    5260","       .","       .","    3840","    35.0","    73.0","    1190","     3.5"
"57","20150","GM1680 ","   21870","     430","    19.5","     160","    27.5","     140","    24.5","      80","    14.0","     220","       .","       .","     140","    34.0","    62.5","     120","     5.5"
"58","20150","GM0738 ","   10650","     130","    12.0","      40","    23.5","      40","    23.0","      30","    16.0","      40","       .","       .","      30","    20.5","    67.5","      40","     4.0"
"59","20150","GM0358 ","   25750","     300","    11.5","     110","    26.5","      90","    23.5","      50","    13.0","     150","       .","       .","     120","    42.5","    74.5","      40","     1.5"
"60","20150","GM0197 ","   22590","     380","    17.0","     110","    22.0","      90","    19.0","      40","     8.0","     110","       .","       .","      90","    24.0","    76.0","     280","    12.5"
"61","20150","GM0059 ","   22900","     710","    31.0","     160","    17.5","     190","    21.0","      90","    10.0","     390","       .","       .","     270","    39.5","    69.5","     220","     9.5"
"62","20150","GM0482 ","   16120","     400","    25.0","      90","    18.5","      90","    19.0","      50","    10.0","     150","       .","       .","      80","    22.5","    55.5","      60","     4.0"
"63","20150","GM0613 ","   20570","     360","    17.5","     110","    24.5","      70","    15.5","      30","     8.5","     220","       .","       .","     180","    55.5","    81.5","      40","     2.0"
"64","20150","GM0361 ","   91370","    3030","    33.0","     790","    21.0","     750","    19.5","     370","    10.5","    1130","       .","       .","     840","    31.5","    74.5","     500","     5.5"
"65","20150","GM0141 ","   60610","    3680","    61.0","     760","    17.0","     730","    16.5","     360","     9.0","    1200","       .","       .","     940","    29.0","    78.0","     560","     9.0"
"66","20150","GM0034 ","  165120","    6960","    42.0","    1790","    20.5","    1740","    19.5","     940","    11.5","    2710","       .","       .","    1990","    32.0","    73.5","     500","     3.0"
"67","20150","GM0484 ","   91110","    2060","    22.5","     490","    19.0","     480","    18.5","     240","    10.0","     580","       .","       .","     430","    23.0","    73.5","     520","     5.5"
"68","20150","GM1723 ","    8560","     110","    13.5","      30","    21.0","      20","    11.5","      10","    11.0","      80","       .","       .","      70","    68.0","    87.0","      40","     4.5"
"69","20150","GM0060 ","    3050","      10","     3.0","      10","    41.0","      10","    59.0","      10","    33.5","      10","       .","       .","       0","       .","       .","      10","     3.5"
"70","20150","GM0307 ","  125960","    4070","    32.5","    1000","    19.5","    1020","    20.0","     520","    11.5","    1710","       .","       .","    1320","    37.0","    77.5","     850","     6.5"
"71","20150","GM0362 ","   74120","    1350","    18.0","     410","    23.5","     400","    23.5","     200","    13.0","     610","       .","       .","     440","    37.5","    71.0","     110","     1.5"
"72","20150","GM0363 ","  728920","   49320","    67.5","   10060","    17.0","    9560","    16.0","    4530","     9.0","   21860","       .","       .","   14720","    35.0","    67.5","    3150","     4.5"
"73","20150","GM0200 ","  135400","    4330","    32.0","    1250","    23.0","    1130","    21.0","     540","    10.5","     770","       .","       .","     560","    14.0","    73.0","     940","     7.0"
"74","20150","GM0003 ","   10030","     520","    52.0","     150","    22.5","     150","    22.5","      90","    14.0","     140","       .","       .","     110","    21.5","    76.5","     180","    18.0"
"75","20150","GM0202 ","  132010","    9320","    70.5","    1990","    17.5","    1960","    17.5","     880","     8.5","     860","       .","       .","     500","     6.0","    58.0","    1260","     9.5"
"76","20150","GM0106 ","   56260","    2330","    41.5","     670","    22.0","     690","    22.5","     390","    13.5","    1030","       .","       .","     660","    30.0","    64.5","     640","    11.5"
"77","20150","GM0743 ","   14150","     250","    17.5","      60","    21.0","      50","    17.0","      20","     8.5","      40","       .","       .","      30","    13.5","    79.5","      90","     6.0"
"78","20150","GM0744 ","    5850","      90","    15.0","      20","    18.0","      30","    26.5","      10","     8.0","     100","       .","       .","      60","    74.0","    62.0","      20","     4.0"
"79","20150","GM0308 ","   20700","     420","    20.5","     110","    20.5","     100","    20.0","      50","    11.0","     440","       .","       .","     340","    86.5","    78.0","      50","     2.5"
"80","20150","GM0489 ","   39310","     650","    16.5","     140","    19.0","     120","    16.0","      50","     7.5","     350","       .","       .","     270","    45.5","    77.5","      70","     2.0"
"81","20150","GM0203 ","   45000","     700","    15.5","     200","    22.5","     190","    21.0","      90","    10.5","     550","       .","       .","     400","    61.0","    72.5","     120","     2.5"
"82","20150","GM0005 ","    8790","     200","    22.5","      70","    27.0","      60","    22.5","      40","    15.0","     180","       .","       .","     130","    71.5","    72.0","      60","     7.5"
"83","20150","GM0888 ","   13960","     340","    24.5","      80","    18.5","      70","    17.5","      30","     8.0","     100","       .","       .","      70","    23.0","    76.0","      80","     5.5"
"84","20150","GM0370 ","    7940","     100","    13.0","      20","    19.0","      20","    15.0","      10","     7.0","      40","       .","       .","      20","    25.5","    64.0","      10","     1.5"
"85","20150","GM0889 ","   11500","     240","    21.0","     100","    27.0","     130","    35.5","      70","    20.5","      90","       .","       .","      50","    22.5","    54.0","      90","     7.5"
"86","20150","GM0007 ","    7680","     260","    33.5","     110","    29.5","      90","    24.5","      40","    12.5","     170","       .","       .","     140","    56.0","    82.5","     110","    14.0"
"87","20150","GM1945 ","   30000","     900","    30.0","     210","    18.5","     230","    20.0","     130","    12.0","     110","       .","       .","      60","     6.5","    50.5","     200","     7.0"
"88","20150","GM1724 ","   15660","     170","    11.0","      60","    24.0","      60","    24.5","      30","    14.0","     150","       .","       .","     120","    70.0","    80.0","     120","     8.0"
"89","20150","GM0893 ","   11310","     210","    18.5","      60","    23.5","      60","    21.5","      30","    12.5","     130","       .","       .","     100","    51.0","    75.5","     130","    12.0"
"90","20150","GM0373 ","   26260","     380","    14.5","     100","    23.0","      60","    14.5","      30","     7.5","     140","       .","       .","     100","    28.5","    70.5","      70","     2.5"
"91","20150","GM0748 ","   56350","    2100","    37.5","     490","    19.0","     530","    20.5","     240","    10.0","     690","       .","       .","     480","    25.5","    69.5","     480","     8.5"
"92","20150","GM1859 ","   37460","     700","    19.0","     170","    20.0","     170","    19.5","      90","    11.0","     780","       .","       .","     580","    86.5","    75.0","     280","     7.5"
"93","20150","GM1721 ","   25560","     340","    13.5","      90","    21.5","      70","    16.0","      30","     8.0","     160","       .","       .","     110","    32.5","    67.0","     220","     8.5"
"94","20150","GM0753 ","   24770","     490","    19.5","     140","    21.5","     150","    24.0","      60","    10.0","     290","       .","       .","     160","    36.0","    55.0","     150","     6.0"
"95","20150","GM0209 ","   21870","     490","    22.0","     140","    22.5","     130","    20.5","      80","    14.0","      60","       .","       .","      30","     6.0","    47.5","     130","     6.0"
"96","20150","GM0375 ","   34390","    1140","    33.5","     300","    20.5","     330","    22.0","     160","    11.5","     180","       .","       .","     120","    11.5","    66.5","     200","     6.0"
"97","20150","GM0063 ","    8790","     320","    36.0","     110","    26.0","      80","    20.0","      40","     9.5","     180","       .","       .","     150","    48.5","    83.5","      50","     6.0"
"98","20150","GM0310 ","   35620","     760","    21.5","     170","    18.5","     180","    20.0","      80","     9.5","     300","       .","       .","     230","    32.5","    76.0","      70","     2.0"
"99","20150","GM0585 ","   24440","     310","    12.5","     130","    32.0","      70","    18.0","      40","    10.0","     220","       .","       .","     160","    54.5","    75.0","      50","     2.0"
"100","20150","GM1728 ","   16990","     180","    11.0","      60","    26.0","      60","    23.0","      30","    13.0","     130","       .","       .","      90","    55.5","    72.5","     250","    14.5"
"101","20150","GM0376 ","    8920","     140","    15.5","      20","    15.5","      20","    12.0","      10","     8.5","     100","       .","       .","      70","    59.5","    77.0","      10","     1.0"
"102","20150","GM0377 ","   19030","     210","    11.0","      70","    24.0","      60","    20.0","      30","    11.5","     220","       .","       .","     170","    89.0","    78.5","      40","     2.0"
"103","20150","GM1901 ","   27840","     370","    13.0","     100","    21.0","      90","    19.5","      40","     9.5","     170","       .","       .","     140","    42.0","    81.0","      90","     3.0"
"104","20150","GM0755 ","    8740","     100","    11.0","      30","    20.5","      20","    19.0","      10","     9.5","      50","       .","       .","      30","    27.5","    56.5","      70","     7.5"
"105","20150","GM0009 ","    5990","     110","    17.5","      30","    21.0","      30","    23.5","      20","    14.5","      40","       .","       .","      20","    24.0","    63.0","      30","     4.5"
"106","20150","GM1681 ","   21800","     560","    26.0","     170","    22.5","     170","    23.0","     100","    13.5","     370","       .","       .","     300","    54.5","    79.5","     210","    10.0"
"107","20150","GM0147 ","   19050","     430","    22.5","     140","    25.5","      90","    16.5","      60","    11.0","     130","       .","       .","      90","    24.0","    68.5","     130","     6.5"
"108","20150","GM0654 ","   18800","     260","    13.5","      60","    18.0","      80","    23.5","      30","    10.5","     180","       .","       .","     130","    57.5","    76.0","      80","     4.0"
"109","20150","GM0756 ","   24700","     390","    15.5","     130","    25.0","     140","    26.0","      70","    14.5","     180","       .","       .","     110","    30.5","    60.5","     240","     9.5"
"110","20150","GM0757 ","   25810","     530","    20.5","     160","    24.0","     130","    19.5","      80","    13.5","     230","       .","       .","     130","    28.0","    56.0","     400","    15.5"
"111","20150","GM0758 ","  154550","    5800","    37.5","    1320","    19.0","    1150","    16.5","     540","     8.5","    2410","       .","       .","    2010","    38.0","    83.5","    1080","     7.0"
"112","20150","GM0501 ","   14650","     260","    17.5","      60","    18.0","      60","    18.0","      30","    10.5","     100","       .","       .","      80","    30.5","    72.0","      20","     1.5"
"113","20150","GM1876 ","   31200","     410","    13.0","     170","    29.5","     140","    25.0","      60","    11.0","     320","       .","       .","     190","    50.0","    59.5","     180","     6.0"
"114","20150","GM0213 ","   17880","     370","    21.0","     110","    23.5","      80","    17.5","      40","    10.0","      40","       .","       .","      10","     3.0","    29.5","      90","     5.5"
"115","20150","GM0899 ","   24570","    1030","    42.0","     240","    18.0","     260","    20.0","     130","    10.5","     190","       .","       .","     150","    15.5","    77.5","     460","    18.5"
"116","20150","GM0312 ","   12470","     150","    12.0","      40","    19.0","      50","    24.5","      30","    14.0","      90","       .","       .","      70","    45.5","    75.0","      20","     1.5"
"117","20150","GM0313 ","   17100","     210","    12.0","      50","    17.5","      50","    19.5","      20","     8.5","     220","       .","       .","     180","    91.0","    83.0","      50","     2.5"
"118","20150","GM0214 ","   22130","     260","    12.0","      80","    23.0","      70","    21.0","      40","    11.0","     130","       .","       .","     100","    39.0","    75.0","     100","     4.5"
"119","20150","GM0502 ","   55800","    2640","    47.5","     660","    19.5","     750","    22.5","     360","    12.0","    1620","       .","       .","    1360","    58.5","    84.0","     290","     5.0"
"120","20150","GM0383 ","   30310","     400","    13.0","     110","    23.5","      80","    16.0","      40","     8.0","     200","       .","       .","     150","    38.5","    73.5","      50","     1.5"
"121","20150","GM0109 ","   29940","     990","    33.0","     280","    21.5","     240","    18.5","     130","    10.5","     550","       .","       .","     450","    47.0","    81.5","     200","     6.5"
"122","20150","GM1706 ","   17380","     360","    20.5","     120","    27.0","      70","    15.0","      40","    10.0","      90","       .","       .","      70","    21.5","    83.5","     100","     6.0"
"123","20150","GM0611 ","   10930","     120","    11.0","      30","    21.5","      30","    22.0","      10","     8.0","      80","       .","       .","      60","    54.5","    76.5","      30","     2.5"
"124","20150","GM1684 ","   21120","     560","    26.5","     170","    23.0","     160","    22.5","      80","    13.0","     170","       .","       .","     130","    26.0","    72.5","     250","    12.0"
"125","20150","GM0216 ","   23360","     740","    32.0","     140","    15.5","     170","    18.0","     100","    12.0","     200","       .","       .","     170","    26.5","    84.5","     150","     6.5"
"126","20150","GM0148 ","   23310","     290","    12.5","      90","    23.5","      70","    19.5","      50","    13.5","      90","       .","       .","      50","    19.0","    55.5","     140","     6.0"
"127","20150","GM1891 ","   15740","     530","    33.5","     100","    16.0","     130","    19.0","      70","    11.0","      80","       .","       .","      30","     6.5","    45.5","     200","    12.5"
"128","20150","GM0503 ","   89590","    3760","    42.0","     810","    18.0","     820","    18.0","     400","     9.5","     950","       .","       .","     750","    22.5","    79.5","     500","     5.5"
"129","20150","GM0010 ","   21340","    1150","    53.5","     390","    25.5","     330","    22.0","     180","    13.0","     280","       .","       .","     220","    20.5","    80.5","     200","     9.0"
"130","20150","GM0762 ","   27240","     520","    19.0","     140","    21.5","     120","    19.0","      50","     8.5","      90","       .","       .","      60","    12.5","    69.0","     190","     7.0"
"131","20150","GM0150 ","   82910","    3370","    40.5","     870","    20.0","     940","    21.5","     450","    11.0","    1680","       .","       .","    1260","    40.5","    75.0","     800","     9.5"
"132","20150","GM0384 ","   23900","     640","    26.5","     150","    19.5","     160","    20.0","      70","    10.0","     280","       .","       .","     170","    32.5","    59.0","      90","     3.5"
"133","20150","GM1774 ","   22090","     260","    11.5","      70","    22.5","      50","    14.5","      30","    10.5","      90","       .","       .","      60","    25.0","    63.5","     120","     5.5"
"134","20150","GM0221 ","    9800","     390","    39.5","     110","    21.0","     110","    23.0","      50","    11.5","     270","       .","       .","     230","    65.0","    83.5","      90","     9.5"
"135","20150","GM0222 ","   48320","    1460","    30.5","     340","    19.0","     370","    20.5","     170","    10.0","     560","       .","       .","     350","    26.0","    62.5","     400","     8.5"
"136","20150","GM0766 ","   21850","     350","    16.0","     100","    23.0","     100","    23.0","      50","    13.0","     340","       .","       .","     220","    70.0","    65.0","      80","     4.0"
"137","20150","GM0058 ","   19690","     680","    34.5","     130","    15.0","     160","    19.5","      80","     9.5","     120","       .","       .","      60","     9.5","    51.5","     290","    14.5"
"138","20150","GM0505 ","   99590","    4700","    47.0","    1130","    19.0","    1230","    20.5","     610","    11.0","    1470","       .","       .","     810","    19.0","    55.5","     730","     7.5"
"139","20150","GM0498 ","   16240","     180","    11.0","      60","    24.5","      70","    27.0","      40","    15.0","     100","       .","       .","      70","    42.5","    72.5","      60","     3.5"
"140","20150","GM1719 ","   23170","     220","     9.5","     100","    30.5","     100","    31.5","      50","    17.0","     150","       .","       .","     100","    49.5","    67.5","      90","     4.0"
"141","20150","GM0303 ","   33790","     810","    24.0","     250","    23.5","     210","    19.5","     100","    10.0","     420","       .","       .","     320","    42.5","    76.0","      80","     2.5"
"142","20150","GM0225 ","   15720","     360","    22.5","     100","    22.5","      90","    21.0","      50","    11.5","      50","       .","       .","      30","     8.0","    53.0","     110","     7.0"
"143","20150","GM0226 ","   21520","     520","    24.0","     120","    19.0","     120","    19.0","      70","    11.0","     170","       .","       .","     120","    24.0","    67.5","      90","     4.0"
"144","20150","GM1711 ","   27780","     570","    20.5","     140","    19.0","     120","    17.0","      60","     9.5","     220","       .","       .","     130","    26.0","    60.0","     220","     8.0"
"145","20150","GM0385 ","   30010","     370","    12.5","      90","    19.0","     100","    22.0","      60","    14.5","     200","       .","       .","     150","    41.5","    71.5","      90","     3.0"
"146","20150","GM0228 ","   93860","    2220","    23.5","     560","    19.5","     620","    21.5","     330","    12.5","    1870","       .","       .","    1460","    73.5","    78.0","     400","     4.5"
"147","20150","GM0317 ","    7590","     110","    14.0","      30","    20.5","      30","    20.5","      10","     7.5","      80","       .","       .","      60","    64.0","    77.0","      20","     2.0"
"148","20150","GM1651 ","   13170","     480","    36.5","     160","    24.0","     170","    26.5","     100","    15.0","     500","       .","       .","     370","    79.5","    74.0","     220","    16.5"
"149","20150","GM0770 ","   15980","     180","    11.0","      40","    17.0","      40","    19.0","      20","    11.5","     150","       .","       .","     110","    68.5","    77.0","     160","    10.0"
"150","20150","GM1903 ","   22060","     280","    12.5","      70","    22.5","      70","    21.5","      30","    10.5","     170","       .","       .","     130","    49.0","    77.0","      80","     4.0"
"151","20150","GM0772 ","  196190","    8170","    41.5","    1670","    16.5","    1970","    19.5","     880","     9.5","    1230","       .","       .","     710","     9.5","    57.0","    1390","     7.0"
"152","20150","GM0230 ","   18770","     290","    15.5","     100","    27.0","      90","    23.0","      50","    13.0","     120","       .","       .","      90","    32.0","    74.0","     150","     8.0"
"153","20150","GM0114 ","   91190","    4070","    44.5","     940","    18.5","    1040","    20.5","     600","    12.0","    1850","       .","       .","    1410","    36.5","    76.5","    1130","    12.5"
"154","20150","GM0388 ","   15520","     410","    26.0","     110","    22.0","     120","    22.0","      60","    13.0","     170","       .","       .","     130","    33.5","    76.5","      70","     4.5"
"155","20150","GM0153 ","  134140","    8560","    64.0","    1890","    17.5","    2120","    20.0","     930","     9.5","    3170","       .","       .","    2640","    35.0","    83.5","    1240","     9.0"
"156","20150","GM0232 ","   27950","     530","    19.0","     150","    22.5","     120","    18.5","      60","    10.0","      80","       .","       .","      50","     9.5","    54.0","     210","     7.5"
"157","20150","GM0233 ","   22650","     390","    17.0","     100","    21.0","     110","    23.0","      50","    11.0","     180","       .","       .","     140","    37.0","    75.5","     160","     7.0"
"158","20150","GM0777 ","   36130","     860","    23.5","     210","    20.0","     220","    20.0","     120","    12.0","     250","       .","       .","     170","    23.0","    70.0","     260","     7.0"
"159","20150","GM1722 ","    7060","     210","    30.0","      60","    20.5","      70","    23.5","      30","    10.0","      40","       .","       .","      30","    14.0","    65.0","      50","     6.5"
"160","20150","GM0070 ","   17040","     610","    35.5","     140","    19.0","     130","    17.5","      80","    11.0","     400","       .","       .","     320","    55.0","    80.5","     150","     9.0"
"161","20150","GM1940 ","   43140","    1050","    24.5","     290","    21.0","     300","    22.0","     170","    12.5","     900","       .","       .","     720","    73.0","    80.0","     150","     3.5"
"162","20150","GM0779 ","   18080","     380","    21.0","     110","    23.5","     110","    22.5","      60","    12.5","     140","       .","       .","     100","    26.5","    70.5","     100","     5.5"
"163","20150","GM0236 ","   22130","     320","    14.5","      80","    19.5","      80","    19.5","      40","    11.5","     120","       .","       .","      80","    26.5","    62.0","     100","     4.5"
"164","20150","GM1771 ","   33070","     890","    27.0","     230","    21.0","     230","    20.5","     100","     9.0","     130","       .","       .","      90","    10.5","    67.0","     210","     6.5"
"165","20150","GM1652 ","   25350","     490","    19.0","     150","    24.5","     120","    20.5","      50","     9.0","      50","       .","       .","      40","     8.0","    69.0","     220","     8.5"
"166","20150","GM0907 ","   14470","     330","    22.5","      80","    18.0","      90","    21.5","      50","    12.0","     100","       .","       .","      70","    22.5","    71.0","     210","    14.5"
