"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instroom_4","Instroom_5","Uitstroom_6","Uitstroom_7","UitstroomNaarWerk_8","UitstroomNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkNaReIntegratie_11","WerkNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandsontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"364","20150","GM0617 ","    7620","     100","    13.5","      30","    24.0","      30","    23.5","      10","    11.5","      80","       .","       .","      60","    60.0","    77.5","      20","     3.0"
"365","20150","GM1900 ","   70170","    2550","    36.5","     670","    20.5","     650","    20.0","     340","    11.0","     730","       .","       .","     480","    19.5","    65.5","     520","     7.5"
"366","20150","GM0715 ","   46610","    1310","    28.0","     350","    20.5","     390","    23.0","     180","    12.0","     790","       .","       .","     580","    49.0","    74.0","     430","     9.0"
"367","20150","GM0093 ","    4300","      20","     4.5","      10","    18.0","      10","    32.0","       0","       .","      20","       .","       .","      10","    68.5","    59.0","      10","     2.5"
"368","20150","GM0448 ","   11760","     160","    13.5","      50","    25.5","      50","    22.0","      20","    10.5","      20","       .","       .","      10","     7.5","    50.0","     120","    10.5"
"369","20150","GM1525 ","   30520","     400","    13.0","     150","    29.5","     110","    21.0","      50","    11.5","     130","       .","       .","      90","    23.5","    68.5","     130","     4.5"
"370","20150","GM0716 ","   20870","     410","    19.5","     130","    24.0","     110","    20.0","      50","    10.5","     270","       .","       .","     200","    52.0","    74.5","     100","     5.0"
"371","20150","GM0281 ","   34660","    1480","    43.0","     310","    16.5","     410","    21.5","     190","    10.5","     310","       .","       .","     190","    14.0","    61.0","     330","     9.5"
"372","20150","GM0855 ","  183040","    8210","    45.0","    2050","    19.5","    2290","    21.5","    1190","    12.0","     580","       .","       .","     240","     3.0","    41.5","    1400","     7.5"
"373","20150","GM0183 ","   17620","     170","     9.5","      60","    25.5","      40","    19.0","      20","     9.5","      80","       .","       .","      40","    22.0","    45.0","     100","     5.5"
"374","20150","GM1700 ","   27520","     630","    23.0","     150","    19.5","     150","    19.0","      70","    10.0","     260","       .","       .","     180","    29.5","    68.5","     310","    11.5"
"375","20150","GM1730 ","   27770","     490","    18.0","     190","    27.5","     160","    24.5","      90","    13.5","     270","       .","       .","     180","    38.5","    69.0","      80","     3.0"
"376","20150","GM0737 ","   26580","     590","    22.0","     170","    23.0","     170","    23.0","      80","    11.5","     450","       .","       .","     320","    57.0","    71.5","     170","     6.0"
"377","20150","GM0856 ","   35070","     830","    23.5","     220","    21.0","     220","    20.5","     100","    11.0","     240","       .","       .","     150","    20.5","    62.0","     370","    10.5"
"378","20150","GM0450 ","   11190","     170","    15.5","      40","    18.5","      30","    12.5","      20","     9.5","      20","       .","       .","      10","     7.5","    52.0","      40","     3.0"
"379","20150","GM0451 ","   24480","     410","    16.5","     140","    26.0","     130","    25.0","      90","    17.0","     280","       .","       .","     220","    59.5","    78.0","      60","     2.5"
"380","20150","GM0184 ","   14660","     180","    12.0","      60","    26.5","      40","    19.0","      20","    10.0","      90","       .","       .","      60","    35.0","    66.0","      70","     4.5"
"381","20150","GM0344 ","  287730","   12550","    43.5","    3100","    19.5","    3100","    19.5","    1470","    10.5","    1950","       .","       .","    1520","    13.5","    78.0","     790","     2.5"
"382","20150","GM1581 ","   41400","     790","    19.0","     220","    22.0","     170","    17.5","      90","     9.0","     290","       .","       .","     200","    28.0","    70.5","     100","     2.5"
"383","20150","GM0981 ","    8860","     390","    44.5","      60","    13.5","      60","    13.0","      40","    10.0","     160","       .","       .","     130","    39.5","    79.0","      70","     7.5"
"384","20150","GM0994 ","   14550","     340","    23.5","      70","    17.5","      80","    19.5","      40","     9.0","     160","       .","       .","     120","    38.0","    73.0","      90","     6.5"
"385","20150","GM0858 ","   26510","     610","    23.0","     130","    18.0","     120","    16.5","      70","     9.5","     160","       .","       .","     120","    21.0","    72.0","     170","     6.0"
"386","20150","GM0047 ","   23310","    1110","    47.5","     280","    20.5","     280","    20.5","     140","    10.0","     600","       .","       .","     490","    46.5","    82.0","     430","    18.5"
"387","20150","GM0345 ","   52730","    1660","    31.5","     380","    18.0","     530","    24.5","     270","    14.0","     470","       .","       .","     300","    21.0","    64.0","     290","     5.5"
"388","20150","GM0717 ","   18570","     230","    12.5","      40","    14.5","      60","    19.0","      30","    10.0","      30","       .","       .","      20","    10.5","    76.5","      50","     3.0"
"389","20150","GM0861 ","   37970","     650","    17.0","     130","    16.5","     160","    20.0","      80","    10.5","     490","       .","       .","     400","    65.0","    81.0","     200","     5.5"
"390","20150","GM0453 ","   57460","    1630","    28.5","     380","    19.0","     380","    19.0","     170","     9.0","     610","       .","       .","     490","    32.0","    80.5","     230","     4.0"
"391","20150","GM0983 ","   86440","    3710","    43.0","     780","    17.0","     900","    19.5","     460","    11.0","     140","       .","       .","      30","     1.0","    20.0","     660","     7.5"
"392","20150","GM0984 ","   36870","     950","    25.5","     250","    20.5","     240","    19.5","     120","    10.5","      70","       .","       .","      20","     2.5","    29.0","     460","    12.5"
"393","20150","GM0620 ","   16600","     330","    20.0","      80","    19.5","      90","    21.0","      50","    13.5","     170","       .","       .","     130","    45.5","    81.0","      40","     2.5"
"394","20150","GM0622 ","   60550","    2940","    48.5","     600","    16.5","     710","    19.5","     300","     9.0","    1460","       .","       .","    1160","    43.5","    80.0","     370","     6.0"
"395","20150","GM0048 ","   13630","     360","    26.5","     110","    23.0","     110","    22.5","      60","    13.5","     230","       .","       .","     180","    54.5","    79.5","     310","    22.5"
"396","20150","GM0096 ","    1010","      10","    12.0","       0","       .","       0","       .","       0","       .","      10","       .","       .","      10","    54.5","    85.5","       0","       ."
"397","20150","GM0718 ","   37970","    2130","    56.0","     510","    18.5","     600","    22.0","     290","    11.5","     220","       .","       .","     160","     8.0","    72.5","     360","     9.5"
"398","20150","GM0986 ","   10720","     150","    14.0","      50","    28.0","      40","    22.5","      20","    13.0","     130","       .","       .","     110","    79.5","    83.5","      70","     6.5"
"399","20150","GM0626 ","   20920","     400","    19.0","     110","    21.5","      90","    18.5","      50","    10.5","     250","       .","       .","     180","    50.5","    73.0","      60","     3.0"
"400","20150","GM0285 ","   20500","     350","    17.0","     120","    25.5","     120","    25.0","      60","    13.5","      80","       .","       .","      50","    15.5","    57.0","      90","     4.5"
"401","20150","GM0865 ","   21890","     330","    15.0","     110","    24.0","     130","    29.0","      60","    14.5","     320","       .","       .","     200","    67.5","    63.5","     200","     9.0"
"402","20150","GM0866 ","   14240","     250","    18.0","      60","    19.5","      40","    14.0","      10","     5.0","      90","       .","       .","      70","    28.5","    76.5","      60","     4.0"
"403","20150","GM0867 ","   40340","     900","    22.5","     220","    19.0","     300","    25.5","     140","    13.0","     290","       .","       .","     150","    18.0","    51.5","     270","     6.5"
"404","20150","GM0627 ","   22790","     430","    19.0","     110","    21.0","     110","    21.0","      60","    13.0","     130","       .","       .","      70","    19.0","    58.5","     100","     4.5"
"405","20150","GM0289 ","   33610","     890","    26.5","     280","    24.5","     270","    23.5","     140","    13.0","     300","       .","       .","     210","    25.5","    69.5","     170","     5.0"
"406","20150","GM0629 ","   21600","     520","    24.5","     130","    20.5","     120","    18.5","      60","    10.0","     300","       .","       .","     250","    51.5","    81.5","      50","     2.5"
"407","20150","GM0852 ","   14500","     220","    15.0","      60","    26.5","      40","    14.5","      20","     8.0","      30","       .","       .","      20","     8.5","    60.5","      30","     2.0"
"408","20150","GM0988 ","   42700","    1170","    27.5","     310","    20.0","     320","    20.5","     170","    12.0","    1170","       .","       .","     880","    84.5","    75.5","     420","    10.0"
"409","20150","GM0457 ","   16000","     490","    30.5","      90","    14.5","     100","    17.5","      50","    10.5","     230","       .","       .","     190","    46.5","    82.5","      40","     2.5"
"410","20150","GM0870 ","   22160","     330","    15.0","      90","    21.5","      80","    20.0","      50","    11.5","     120","       .","       .","      90","    28.0","    75.0","      80","     3.5"
"411","20150","GM0668 ","   16120","     260","    16.0","      70","    19.5","      70","    21.0","      40","    12.0","      50","       .","       .","      30","    13.0","    61.5","      60","     4.0"
"412","20150","GM1701 ","   16580","     240","    14.5","      60","    19.0","      80","    25.0","      30","    10.0","     270","       .","       .","     200","    85.0","    74.5","     130","     8.0"
"413","20150","GM0293 ","   12730","     440","    34.5","     110","    18.5","     120","    21.0","      70","    12.5","     150","       .","       .","     110","    26.0","    69.5","     100","     8.0"
"414","20150","GM1783 ","   89750","    1490","    16.5","     350","    18.5","     420","    22.5","     220","    12.5","     570","       .","       .","     430","    31.5","    76.5","     320","     3.5"
"415","20150","GM0098 ","   21790","     580","    26.5","     150","    20.0","     180","    24.0","     100","    14.0","     580","       .","       .","     420","    78.0","    73.0","     200","     9.0"
"416","20150","GM0614 ","   12570","     150","    12.5","      50","    23.5","      50","    24.0","      30","    14.0","      50","       .","       .","      20","    15.0","    45.0","      20","     1.5"
"417","20150","GM0189 ","   19950","     280","    14.0","      90","    24.5","      70","    20.5","      40","    11.0","     110","       .","       .","      60","    23.0","    51.5","     110","     5.5"
"418","20150","GM0296 ","   34300","     830","    24.5","     180","    17.0","     200","    19.0","     100","    10.5","      80","       .","       .","      40","     5.5","    51.0","     220","     6.5"
"419","20150","GM1696 ","   20010","     250","    12.5","      80","    22.0","     100","    27.5","      40","    12.5","      80","       .","       .","      50","    20.5","    57.0","      30","     1.5"
"420","20150","GM0352 ","   19760","     320","    16.0","      70","    19.5","      70","    19.0","      40","    11.0","     160","       .","       .","     120","    41.0","    74.5","      60","     3.0"
"421","20150","GM0053 ","   11240","     300","    26.5","     100","    24.5","      80","    21.0","      50","    12.5","     320","       .","       .","     250","    85.5","    77.5","      80","     7.0"
"422","20150","GM0294 ","   24550","     710","    29.0","     210","    22.5","     190","    20.0","     100","    11.0","     740","       .","       .","     540","    83.5","    73.0","     270","    11.0"
"423","20150","GM0873 ","   18760","     350","    18.5","      90","    20.5","      80","    17.0","      50","    11.5","     110","       .","       .","      80","    25.0","    73.0","      90","     5.0"
"424","20150","GM0632 ","   42320","     690","    16.5","     180","    21.0","     190","    22.0","      90","    11.5","     340","       .","       .","     270","    44.0","    79.5","     250","     6.0"
"425","20150","GM1690 ","   20320","     260","    13.0","      70","    22.5","      50","    16.5","      40","    11.5","     290","       .","       .","     230","    92.0","    78.5","     100","     5.0"
"426","20150","GM0880 ","   13690","     250","    18.5","      60","    20.0","      60","    19.0","      20","     8.0","      50","       .","       .","      30","    14.0","    71.5","      20","     1.5"
"427","20150","GM0351 ","   10410","     140","    13.5","      40","    20.0","      40","    24.0","      20","    14.5","      70","       .","       .","      40","    33.0","    57.5","      20","     2.0"
"428","20150","GM0874 ","   12140","     180","    15.0","      40","    19.0","      40","    18.0","      20","    11.5","      70","       .","       .","      50","    31.0","    74.0","      50","     3.5"
"429","20150","GM0479 ","  128900","    4860","    37.5","    1160","    19.5","    1150","    19.0","     580","    10.5","    2100","       .","       .","    1590","    36.0","    75.5","     430","     3.5"
"430","20150","GM0297 ","   22690","     400","    17.5","     100","    18.5","     110","    20.0","      50","    10.5","     150","       .","       .","     110","    31.5","    75.5","     140","     6.5"
"431","20150","GM0473 ","   14740","     460","    31.0","     110","    20.0","     110","    20.5","      60","    11.0","     160","       .","       .","     130","    30.0","    81.0","      30","     2.0"
"432","20150","GM0707 ","   11390","     120","    10.5","      30","    19.5","      30","    19.0","      10","     8.0","      70","       .","       .","      50","    44.5","    69.5","      30","     3.0"
"433","20150","GM0050 ","   18280","     330","    18.0","     130","    28.0","      80","    17.5","      40","     9.5","     160","       .","       .","     120","    37.0","    73.0","      20","     1.0"
"434","20150","GM0355 ","   52170","    1630","    31.5","     450","    21.5","     440","    21.0","     220","    11.5","     630","       .","       .","     460","    31.0","    73.0","     200","     4.0"
"435","20150","GM0299 ","   27680","     740","    26.5","     170","    18.0","     200","    22.0","     110","    13.0","     210","       .","       .","     140","    20.5","    66.5","     160","     5.5"
"436","20150","GM0637 ","  103460","    4040","    39.0","    1090","    21.0","    1090","    21.0","     550","    12.0","    1660","       .","       .","    1140","    33.0","    69.0","     340","     3.5"
"437","20150","GM0638 ","    7140","      70","    10.0","      20","    22.0","      30","    28.5","      10","    13.5","      30","       .","       .","      20","    24.0","    53.5","      20","     3.5"
"438","20150","GM0056 ","   15300","     250","    16.5","      90","    26.0","      80","    24.5","      40","    13.0","     140","       .","       .","      90","    36.0","    61.0","      70","     5.0"
"439","20150","GM1892 ","   34470","     680","    19.5","     180","    21.0","     170","    20.0","      80","    10.0","     460","       .","       .","     370","    59.5","    80.5","      90","     2.5"
"440","20150","GM0879 ","   18670","     250","    13.5","      90","    27.0","      70","    20.0","      30","     8.0","      90","       .","       .","      70","    28.0","    74.0","     100","     5.5"
"441","20150","GM0301 ","   40000","    1710","    42.5","     450","    20.0","     490","    22.0","     240","    11.5","    1050","       .","       .","     760","    47.0","    72.5","     470","    11.5"
"442","20150","GM1896 ","   17790","     260","    14.5","      90","    28.5","      70","    21.0","      30","    10.5","     210","       .","       .","     160","    66.0","    78.5","      40","     2.5"
"443","20150","GM0642 ","   37250","    1390","    37.5","     330","    20.0","     320","    19.0","     160","    11.0","     440","       .","       .","     270","    21.5","    61.0","     160","     4.0"
"444","20150","GM0193 ","  103360","    4070","    39.5","     990","    19.5","     990","    19.5","     550","    11.5","     770","       .","       .","     490","    13.0","    63.5","     600","     6.0"
"445","20150","AM01   ","  632820","   27280","    43.0","    7900","    22.5","    7180","    20.5","    3820","    11.5","   12610","       .","       .","    9740","    37.5","    77.0","    6350","    10.0"
"446","20150","AM02   ","  541870","   20650","    38.0","    5470","    20.5","    5670","    21.5","    2910","    11.5","    7240","       .","       .","    5270","    26.5","    73.0","    4040","     7.5"
"447","20150","AM03   ","  237610","    7980","    33.5","    2070","    20.5","    2080","    20.5","    1170","    12.0","    5020","       .","       .","    3970","    52.5","    79.0","    2440","    10.5"
"448","20150","AM05   ","  524650","   20180","    38.5","    4740","    19.0","    4780","    19.0","    2270","    10.0","    8130","       .","       .","    6270","    35.0","    77.0","    4080","     8.0"
"449","20150","AM06   ","  508740","   14070","    27.5","    3910","    21.5","    3780","    21.0","    1860","    11.0","    5440","       .","       .","    3950","    30.0","    72.5","    3570","     7.0"
"450","20150","AM07   ","  329330","   14150","    43.0","    3170","    18.5","    3160","    18.0","    1470","     9.0","    3370","       .","       .","    2380","    18.5","    70.5","    2440","     7.5"
"451","20150","AM08   ","  274340","   11390","    41.5","    2720","    19.0","    2840","    20.0","    1450","    11.0","    1320","       .","       .","     610","     6.0","    46.0","    1820","     6.5"
"452","20150","AM09   ","  253470","    5370","    21.0","    1380","    20.0","    1390","    20.5","     660","    10.5","    3550","       .","       .","    2500","    50.0","    70.5","    2150","     8.5"
"453","20150","AM10   ","  190150","    4230","    22.5","     990","    18.5","    1110","    20.5","     550","    11.0","    1330","       .","       .","     970","    25.0","    73.0","    1080","     5.5"
"454","20150","AM11   ","  314540","   11840","    37.5","    3140","    20.5","    3090","    20.5","    1620","    11.5","    5100","       .","       .","    3720","    35.0","    73.0","    1170","     3.5"
"455","20150","AM12   ","  217530","    5570","    25.5","    1270","    18.5","    1250","    18.5","     620","    10.0","    2310","       .","       .","    1860","    37.5","    80.5","     630","     3.0"
"456","20150","AM13   ","  713600","   21460","    30.0","    5320","    20.0","    5320","    20.0","    2560","    10.5","    5820","       .","       .","    4510","    23.5","    77.5","    2110","     3.0"
"457","20150","AM14   ","  271720","    6640","    24.5","    1660","    20.0","    1730","    20.5","     880","    11.5","    3710","       .","       .","    2860","    48.5","    77.0","    1300","     5.0"
"458","20150","AM15   ","  561760","   12970","    23.0","    3470","    21.0","    3260","    20.0","    1730","    11.5","    5040","       .","       .","    3660","    31.0","    72.5","    2350","     4.0"
"459","20150","AM17   ","  280660","    8100","    29.0","    1980","    19.5","    1940","    19.5","    1020","    11.0","    3280","       .","       .","    2410","    33.0","    73.5","     890","     3.0"
"460","20150","AM18   "," 1046150","   55280","    53.0","   11770","    17.5","   11110","    16.5","    5290","     9.0","   24140","       .","       .","   16360","    35.0","    68.0","    3830","     3.5"
"461","20150","AM19   ","  451630","   10380","    23.0","    2620","    20.5","    2460","    19.0","    1220","    10.5","    3460","       .","       .","    2600","    27.5","    75.0","    2250","     5.0"
"462","20150","AM20   ","  157330","    3900","    25.0","     990","    20.5","     990","    20.5","     480","    11.0","    1450","       .","       .","     950","    27.5","    65.5","     810","     5.0"
"463","20150","AM21   ","  679550","   38370","    56.5","    8110","    17.0","    8380","    18.0","    4080","    10.0","   15370","       .","       .","   11480","    34.5","    74.5","    2760","     4.0"
"464","20150","AM22   "," 1148000","   65130","    56.5","   13660","    17.0","   14450","    18.0","    7020","    10.0","   16400","       .","       .","   12600","    22.0","    77.0","    4670","     4.0"
"465","20150","AM23   ","  224700","    8140","    36.0","    1930","    19.0","    2050","    20.0","    1030","    11.0","    2630","       .","       .","    1510","    20.5","    57.5","    1190","     5.5"
"466","20150","AM24   ","  323260","    8560","    26.5","    2200","    20.0","    2350","    21.5","    1150","    11.0","    3280","       .","       .","    2440","    31.0","    74.0","    2220","     7.0"
"467","20150","AM25   ","  580430","   15990","    27.5","    3860","    19.5","    3760","    19.0","    1810","    10.0","    5480","       .","       .","    4100","    28.0","    75.0","    4060","     7.0"
"468","20150","AM26   ","  392840","   11910","    30.5","    3110","    20.0","    3390","    22.0","    1780","    12.5","    2590","       .","       .","    1550","    14.0","    60.0","    2620","     6.5"
"469","20150","AM27   ","  514890","   11690","    22.5","    2950","    21.5","    3010","    22.0","    1670","    13.5","    5690","       .","       .","    3870","    37.0","    68.0","    5010","     9.5"
"470","20150","AM28   ","  439300","   12200","    28.0","    2690","    18.0","    2900","    19.0","    1350","     9.5","    3220","       .","       .","    2160","    19.5","    67.0","    3010","     7.0"
"471","20150","AM29   ","  233530","    6360","    27.0","    1540","    19.0","    1680","    20.5","     890","    12.0","    1230","       .","       .","     720","    12.5","    58.5","    2060","     9.0"
"472","20150","AM30   ","  525630","   20220","    38.5","    4570","    18.0","    4980","    19.5","    2330","    10.0","    7850","       .","       .","    5710","    30.5","    72.5","    5760","    11.0"
"473","20150","AM32   ","  210100","    5890","    28.0","    1540","    21.0","    1490","    20.5","     690","    10.0","     820","       .","       .","     550","    10.0","    67.0","    1740","     8.5"
"474","20150","AM33   ","  204470","    5240","    25.5","    1390","    20.0","    1510","    22.0","     740","    11.5","    3470","       .","       .","    2650","    56.5","    76.5","    1730","     8.5"
"475","20150","AM34   ","  299260","    8730","    29.0","    2220","    20.5","    2140","    19.5","    1040","    10.5","    4330","       .","       .","    3190","    41.5","    73.5","     720","     2.5"
"476","20150","AM35   ","  118390","    2350","    20.0","     610","    20.5","     560","    19.0","     280","    10.5","    1200","       .","       .","     980","    45.5","    81.0","     570","     5.0"
"477","20150","AM36   ","  421420","   10250","    24.5","    2740","    21.0","    2630","    20.5","    1420","    11.5","    5440","       .","       .","    4040","    42.0","    74.0","    2850","     7.0"
"478","20150","AM37   ","  318830","    9140","    28.5","    2080","    18.5","    1970","    17.5","     910","     9.0","    3320","       .","       .","    2640","    31.5","    79.5","    1370","     4.5"
"479","20150","AM38   ","  280080","    6580","    23.5","    1700","    20.0","    1920","    22.5","     990","    13.0","    3850","       .","       .","    2850","    48.0","    74.0","    1190","     4.0"
"480","20150","A007394","   10480","      60","     5.0","      20","    21.0","      20","    27.5","      10","    15.0","      40","       .","       .","      30","    50.0","    60.5","      20","     2.5"
"481","20150","A007395","  118960","    2400","    20.0","     660","    21.5","     650","    21.5","     330","    11.5","    1060","       .","       .","     770","    35.0","    73.0","     560","     4.5"
"482","20150","A007396"," 1191530","   22600","    19.0","    6300","    21.5","    6110","    21.0","    3230","    11.5","   11560","       .","       .","    8680","    41.0","    75.0","    7310","     6.0"
"483","20150","A007398"," 5047700","  111330","    22.0","   30110","    21.5","   28880","    20.5","   14660","    11.0","   55750","       .","       .","   41260","    40.0","    74.0","   31690","     6.5"
"484","20150","A007399"," 2743350","   92940","    34.0","   22510","    19.5","   23570","    20.5","   11700","    11.0","   37640","       .","       .","   27450","    32.5","    73.0","   18380","     6.5"
"485","20150","A007402"," 1370690","   50560","    37.0","   12320","    19.5","   12560","    20.0","    6300","    11.0","   16040","       .","       .","   11620","    25.5","    72.5","    8210","     6.0"
"486","20150","A007403"," 1947550","   89020","    45.5","   20790","    19.0","   21310","    19.0","   10400","    10.0","   22590","       .","       .","   16570","    20.5","    73.5","   12860","     6.5"
"487","20150","A007404"," 1992300","  139290","    70.0","   28760","    17.0","   29180","    17.0","   14100","     9.5","   43840","       .","       .","   31240","    26.0","    71.5","    7760","     4.0"
"488","90100","NL01   ","11337060","  456830","    40.5","  116950","    20.0","  118120","    20.5","   60890","    10.5","  190360","       .","       .","  137650","    30.0","    72.5","   86980","     7.5"
"489","90100","LD01   "," 1116540","   54230","    48.5","   15330","    21.5","   14470","    20.5","    8050","    11.5","   25860","       .","       .","   19740","    36.5","    76.5","   13280","    12.0"
"490","90100","LD02   "," 2372540","   86970","    36.5","   22870","    20.5","   22300","    20.0","   11860","    10.5","   36250","       .","       .","   26350","    30.5","    72.5","   19610","     8.5"
"491","90100","LD03   "," 5456970","  233790","    43.0","   56570","    19.5","   55590","    19.0","   29570","    10.0","   96050","       .","       .","   70210","    30.0","    73.0","   27900","     5.0"
"492","90100","LD04   "," 2391010","   81610","    34.0","   20630","    20.0","   21120","    20.5","   11260","    11.0","   30360","       .","       .","   21310","    26.0","    70.0","   26010","    11.0"
"493","90100","PV20   ","  393330","   22220","    56.5","    6070","    21.5","    5710","    20.0","    3200","    11.0","   10760","       .","       .","    8520","    38.5","    79.0","    5350","    13.5"
"494","90100","PV21   ","  413320","   19730","    47.5","    5330","    21.0","    5410","    21.0","    2910","    11.5","    7240","       .","       .","    5270","    26.5","    73.0","    4040","    10.0"
"495","90100","PV22   ","  309890","   12280","    39.5","    3930","    24.0","    3350","    20.5","    1950","    12.0","    7860","       .","       .","    5960","    48.5","    76.0","    3890","    12.5"
"496","90100","PV23   ","  748410","   29160","    39.0","    7590","    20.5","    7450","    20.0","    3930","    10.5","   13610","       .","       .","   10350","    35.5","    76.0","    7120","     9.5"
"497","90100","PV24   ","  281280","   10900","    38.5","    3130","    22.0","    2980","    21.0","    1660","    11.5","    5260","       .","       .","    3840","    35.0","    73.0","    1190","     4.0"
"498","90100","PV25   "," 1342850","   46910","    35.0","   12160","    20.5","   11870","    20.0","    6270","    10.5","   17380","       .","       .","   12160","    26.0","    70.0","   11290","     8.5"
"499","90100","PV26   ","  865230","   26950","    31.0","    7060","    20.5","    7200","    21.0","    3790","    11.0","   10220","       .","       .","    7830","    29.0","    76.5","    3750","     4.5"
"500","90100","PV27   "," 1906110","   78920","    41.5","   19060","    19.5","   17630","    18.0","    9480","     9.5","   37780","       .","       .","   26700","    34.0","    70.5","    8990","     4.5"
"501","90100","PV28   "," 2446290","  120030","    49.0","   28350","    19.0","   28590","    19.0","   15150","    10.0","   44760","       .","       .","   33240","    27.5","    74.5","   12940","     5.5"
"502","90100","PV29   ","  239340","    7890","    33.0","    2100","    20.5","    2170","    21.0","    1150","    11.0","    3280","       .","       .","    2440","    31.0","    74.0","    2220","     9.5"
"503","90100","PV30   "," 1663840","   52450","    31.5","   13470","    20.5","   13540","    20.5","    7290","    11.0","   17800","       .","       .","   12230","    23.5","    68.5","   16430","    10.0"
"504","90100","PV31   ","  727170","   29170","    40.0","    7170","    19.0","    7580","    20.0","    3970","    10.5","   12560","       .","       .","    9080","    31.0","    72.5","    9580","    13.0"
"505","90100","CR01   ","   92440","    5180","    56.0","    1540","    22.5","    1460","    21.5","     810","    12.0","    3920","       .","       .","    3230","    62.5","    82.5","    2570","    28.0"
"506","90100","CR02   ","   29010","    1800","    62.0","     610","    25.0","     530","    22.0","     330","    13.5","     480","       .","       .","     370","    20.5","    78.5","     430","    15.0"
"507","90100","CR03   ","  271880","   15240","    56.0","    3930","    20.5","    3720","    19.5","    2060","    10.5","    6360","       .","       .","    4910","    32.0","    77.0","    2350","     8.5"
"508","90100","CR04   ","  209750","   11050","    52.5","    2960","    21.0","    2940","    20.5","    1520","    10.5","    3400","       .","       .","    2470","    22.5","    72.5","    2050","    10.0"
"509","90100","CR05   ","   84900","    3460","    41.0","     930","    21.0","     900","    20.0","     510","    11.5","    1630","       .","       .","    1200","    34.5","    73.5","     670","     8.0"
"510","90100","CR06   ","  118660","    5220","    44.0","    1440","    21.0","    1570","    22.5","     880","    12.5","    2210","       .","       .","    1600","    30.5","    72.5","    1320","    11.0"
"511","90100","CR07   ","  119930","    4220","    35.0","    1830","    30.0","    1270","    20.5","     720","    11.5","    2270","       .","       .","    1530","    36.0","    67.0","    1170","    10.0"
"512","90100","CR08   ","  106810","    5360","    50.0","    1340","    19.5","    1370","    20.0","     820","    12.0","    2770","       .","       .","    2160","    40.0","    78.0","    1540","    14.5"
"513","90100","CR09   ","   83150","    2700","    32.5","     760","    22.0","     710","    20.5","     410","    12.0","    2830","       .","       .","    2280","    84.5","    80.5","    1180","    14.0"
"514","90100","CR10   ","  240070","    7500","    31.0","    2060","    21.5","    1940","    20.5","    1130","    12.0","    3230","       .","       .","    2360","    31.5","    73.0","    1960","     8.0"
"515","90100","CR11   ","  101640","    3790","    37.5","    1010","    20.5","    1040","    21.0","     530","    11.0","    2240","       .","       .","    1720","    45.5","    76.5","    1090","    10.5"
"516","90100","CR12   ","  406700","   17870","    44.0","    4510","    20.0","    4460","    20.0","    2270","    10.0","    8130","       .","       .","    6270","    35.0","    77.0","    4080","    10.0"
"517","90100","CR13   ","  439120","   11670","    26.5","    3460","    23.0","    3200","    21.5","    1710","    11.5","    5780","       .","       .","    4240","    36.5","    73.5","    3030","     7.0"
"518","90100","CR14   ","  253320","    7450","    29.5","    1980","    20.5","    1940","    20.0","    1010","    10.5","    5020","       .","       .","    3540","    47.5","    70.5","    2820","    11.0"
"519","90100","CR15   ","  492710","   23830","    48.5","    5760","    19.0","    5690","    19.0","    2990","    10.0","    5170","       .","       .","    3340","    14.0","    64.5","    4340","     9.0"
"520","90100","CR16   ","  157710","    3960","    25.0","     960","    19.0","    1040","    20.5","     560","    11.0","    1410","       .","       .","    1030","    26.0","    73.5","    1100","     7.0"
"521","90100","CR17   ","  865230","   26950","    31.0","    7060","    20.5","    7200","    21.0","    3790","    11.0","   10220","       .","       .","    7830","    29.0","    76.5","    3750","     4.5"
"522","90100","CR18   ","  240590","    6770","    28.0","    1890","    21.5","    1820","    21.0","    1060","    12.0","    2850","       .","       .","    2090","    31.0","    73.5","    1390","     6.0"
"523","90100","CR19   ","  157260","    4530","    29.0","    1290","    22.5","    1140","    19.5","     620","    11.0","    1980","       .","       .","    1410","    31.0","    71.5","     880","     5.5"
"524","90100","CR20   ","  127980","    4010","    31.5","     980","    19.5","     950","    19.0","     480","     9.5","    1590","       .","       .","    1260","    31.5","    79.0","     670","     5.0"
"525","90100","CR21   ","  149880","    4900","    32.5","    1140","    19.0","     980","    16.5","     490","     8.0","    1950","       .","       .","    1540","    31.5","    79.0","     780","     5.0"
"526","90100","CR22   ","  112610","    4660","    41.5","    1170","    20.0","    1130","    19.5","     600","    10.0","    2150","       .","       .","    1620","    34.5","    75.5","     450","     4.0"
"527","90100","CR23   ","  959450","   49150","    51.0","   11420","    19.0","   10480","    17.0","    5630","     9.0","   25040","       .","       .","   16990","    34.5","    68.0","    4200","     4.5"
"528","90100","CR24   ","  158330","    4900","    31.0","    1170","    19.5","    1140","    19.0","     610","    10.0","    2230","       .","       .","    1800","    37.0","    81.0","     610","     4.0"
"529","90100","CR25   ","  282570","    7630","    27.0","    2070","    21.5","    1880","    19.5","     990","    10.0","    3040","       .","       .","    2280","    30.0","    75.0","    1730","     6.0"
