"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"1175","90200","GM0164","   14990","     350","    23.0","      40","     9.5","      80","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1176","90200","GM0796","   24930","     440","    17.5","      80","    15.5","     130","    26.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1177","90200","GM0252","    3560","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1178","90200","GM0797","    8120","      50","     5.5","      10","    17.5","      20","    35.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1179","90200","GM0534","    4210","      20","     5.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1180","90200","GM0798","    3080","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1181","90200","GM0402","   16490","     200","    12.0","      50","    19.0","      60","    26.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1182","90200","GM1735","    8150","      30","     4.0","       0","       .","      10","    25.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1183","90200","GM1911","    9030","      30","     3.0","      10","    25.0","      10","    25.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1184","90200","GM0118","   11000","     100","     8.5","      20","    16.5","      20","    22.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1185","90200","GM0018","    7220","     120","    16.5","      20","    17.0","      30","    23.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1186","90200","GM0405","   12320","     230","    18.5","      30","    13.0","      50","    18.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1187","90200","GM1507","    7970","      40","     4.5","       0","       .","      10","    30.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1188","90200","GM0321","    6010","      40","     7.5","       0","       .","      10","    20.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1189","90200","GM0406","    8360","     130","    15.0","      20","    13.5","      30","    18.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1190","90200","GM0677","    6310","      40","     6.0","       0","       .","      10","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1191","90200","GM0353","    5200","      50","    10.5","      10","    19.5","      20","    24.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1192","90200","GM1884","    4940","      10","     2.0","       0","       .","      10","    50.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1193","90200","GM0166","    8260","      50","     6.0","      20","    24.0","      30","    40.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1194","90200","GM0678","    2330","      10","     4.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1195","90200","GM0537","   10480","      60","     5.5","      10","    20.5","      20","    25.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1196","90200","GM0928","   10690","     160","    15.0","      30","    20.5","      50","    28.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1197","90200","GM1598","    4090","      10","     2.5","      10","    46.0","      10","    38.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1198","90200","GM0079","    2360","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1199","90200","GM0588","    2100","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1200","90200","GM0542","    6600","      60","     8.5","      10","    12.0","      10","    10.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1201","90200","GM1931","   10740","      60","     5.5","      10","    10.5","      10","    17.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1202","90200","GM1659","    4420","      20","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1203","90200","GM1685","    2970","      10","     1.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1204","90200","GM0882","    8390","      60","     7.5","      10","    14.0","      30","    43.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1205","90200","GM0415","    2240","      10","     4.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1206","90200","GM0416","    4910","      20","     3.0","       0","       .","      10","    35.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1207","90200","GM1621","    8240","      50","     6.0","      10","    16.0","      10","    21.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1208","90200","GM0417","    3350","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1209","90200","GM0022","    3980","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1210","90200","GM0545","    3910","      50","    14.0","      10","    19.0","      20","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1211","90200","GM0080","   18050","     250","    14.0","      40","    15.5","      80","    30.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1212","90200","GM0081","    2150","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1213","90200","GM0546","   16970","     370","    22.0","      30","     8.0","      90","    21.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1214","90200","GM0547","    5630","      50","     9.0","      10","    17.5","      20","    25.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1215","90200","GM1916","   16360","     260","    16.0","      20","     7.0","      40","    16.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1216","90200","GM0995","   11720","     340","    29.0","      40","    11.5","      80","    19.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1217","90200","GM1640","    7740","      20","     2.5","      10","    25.0","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1218","90200","GM0327","    5690","      40","     7.0","       0","       .","      10","    14.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1219","90200","GM0733","    1970","      10","     4.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1220","90200","GM1705","    8590","      30","     4.0","      10","    19.0","      20","    50.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1221","90200","GM0553","    4620","      20","     4.5","       0","       .","      10","    43.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1222","90200","GM0140","    1900","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1223","90200","GM0262","    8530","      30","     3.5","      10","    22.0","      10","    25.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1224","90200","GM0809","    4750","      30","     5.5","       0","       .","      10","    16.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1225","90200","GM0331","    2160","      10","     6.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1226","90200","GM0024","    1980","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1227","90200","GM0168","    4760","      30","     6.0","      10","    26.5","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1228","90200","GM0263","    4180","      20","     4.0","       0","       .","      10","    47.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1229","90200","GM1641","    5680","      30","     5.5","       0","       .","      10","    36.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1230","90200","GM0556","    6960","     130","    18.5","      20","    13.0","      40","    25.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1231","90200","GM0935","   24200","     370","    15.0","      50","    13.5","      90","    23.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1232","90200","GM1663","    2240","      10","     2.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1233","90200","GM0025","    1810","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1234","90200","GM0420","    8210","      30","     4.0","      10","    14.5","      20","    36.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1235","90200","GM0938","    4650","      10","     3.0","       0","       .","      10","    59.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1236","90200","GM1908","    2620","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1237","90200","GM1987","    2300","      20","     7.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1238","90200","GM0119","    5980","      50","     7.5","      10","    23.0","      20","    31.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1239","90200","GM0687","    9900","     130","    12.5","      10","    11.0","      30","    19.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1240","90200","GM1842","    3170","      10","     4.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1241","90200","GM1731","    7120","      30","     4.0","      10","    24.0","      10","    38.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1242","90200","GM0815","    2160","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1243","90200","GM1709","    7310","      30","     4.0","       0","       .","      20","    44.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1244","90200","GM1927","    4740","      10","     1.5","       0","       .","      10","    87.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1245","90200","GM1955","    7590","      50","     6.5","      10","    14.5","      20","    27.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1246","90200","GM0335","    2410","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1247","90200","GM0944","    1910","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1248","90200","GM0424","    1350","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1249","90200","GM0425","    3790","      30","     7.5","      10","    19.5","      10","    19.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1250","90200","GM1740","    3660","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1251","90200","GM0946","    3460","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1252","90200","GM0304","    2010","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1253","90200","GM0356","   10860","     140","    13.5","      20","    14.0","      30","    19.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1254","90200","GM0569","    5130","      20","     4.0","      10","    27.0","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1255","90200","GM0267","    7230","      60","     7.5","      10","    12.5","      10","    20.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1256","90200","GM0268","   25160","     730","    29.0","     120","    14.0","     210","    25.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1257","90200","GM1930","   14990","     230","    15.5","      30","    12.0","      50","    18.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1258","90200","GM1695","    1870","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1259","90200","GM1699","    7790","      20","     2.5","      10","    28.5","      10","    66.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1260","90200","GM0171","    7370","      70","     9.0","      10","    16.5","      30","    34.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1261","90200","GM0575","    5280","      30","     5.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1262","90200","GM0576","    3200","      20","     5.5","      10","    29.5","      10","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1263","90200","GM0820","    5470","      20","     4.0","      10","    22.5","      10","    45.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1264","90200","GM0302","    5050","      20","     3.0","       0","       .","      10","    44.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1265","90200","GM0951","    3900","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1266","90200","GM0579","    4570","      20","     5.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1267","90200","GM0823","    3560","      10","     2.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1268","90200","GM0824","    5770","      30","     5.0","      10","    13.0","      10","    18.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1269","90200","GM1895","    8680","      50","     6.0","      20","    29.5","      10","    20.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1270","90200","GM0269","    3980","      10","     2.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1271","90200","GM0173","    6660","      90","    14.0","      10","     9.5","      20","    21.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1272","90200","GM1773","    3480","      10","     1.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1273","90200","GM0175","    3570","      10","     3.0","      10","    63.5","      10","    63.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1274","90200","GM0881","    1700","      10","     8.0","       0","       .","      10","    33.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1275","90200","GM1586","    5830","      20","     3.5","      10","    23.0","      10","    31.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1276","90200","GM0826","   11180","     140","    12.0","      20","    12.0","      40","    24.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1277","90200","GM0085","    5610","      20","     3.0","      10","    25.0","      10","    40.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1278","90200","GM0431","    1850","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1279","90200","GM0432","    2190","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1280","90200","GM0086","    5790","      20","     3.0","       0","       .","      10","    70.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1281","90200","GM0828","   16470","     190","    11.5","      40","    18.0","      70","    30.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1282","90200","GM0584","    4490","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1283","90200","GM1509","    8470","      70","     8.0","      10","    15.0","      30","    31.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1284","90200","GM0437","    2670","      30","    10.0","       0","       .","      10","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1285","90200","GM0589","    1970","      10","     4.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1286","90200","GM1734","    8120","      30","     4.0","      10","    20.5","      10","    26.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1287","90200","GM0590","    6590","      50","     8.0","       0","       .","      10","    22.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1288","90200","GM1894","    8600","      40","     4.5","      10","    27.0","      10","    27.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1289","90200","GM0765","    2570","      10","     5.0","      10","    50.0","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1290","90200","GM1926","    7190","      40","     6.0","      10","    11.5","      10","    16.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1291","90200","GM0439","   14510","     260","    17.5","      20","     8.5","      40","    15.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1292","90200","GM0273","    4630","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1293","90200","GM0177","    7290","      20","     3.5","      10","    20.0","      10","    43.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1294","90200","GM0703","    3640","      20","     5.5","      10","    30.5","      10","    21.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1295","90200","GM0274","    8110","      40","     5.0","      10","    13.0","      10","    20.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1296","90200","GM0339","     730","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1297","90200","GM1667","    2200","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1298","90200","GM0275","   10910","      60","     5.5","      10","    17.5","      20","    29.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1299","90200","GM0340","    3900","      20","     4.5","       0","       .","      10","    28.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1300","90200","GM0597","   10660","      90","     8.0","      10","    15.0","      20","    23.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1301","90200","GM0196","    2090","      10","     6.0","       0","       .","      10","    33.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1302","90200","GM1742","    6580","      80","    11.5","      10","     8.0","      10","    13.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1303","90200","GM0603","   11090","     170","    15.0","      10","     8.0","      30","    16.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1304","90200","GM1669","    4910","      40","     7.0","      10","    18.5","      10","    18.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1305","90200","GM0957","   10940","     250","    22.5","      40","    15.0","      70","    22.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1306","90200","GM0736","    8190","      30","     4.0","      10","    14.5","      10","    35.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1307","90200","GM1674","   15230","     230","    15.0","      30","    11.0","      70","    26.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1308","90200","GM0599","   93690","    6180","    66.0","     900","    12.5","    1450","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1309","90200","GM0277","     400","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1310","90200","GM0840","    4620","      20","     3.5","       0","       .","      10","    37.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1311","90200","GM0441","   10000","      50","     5.0","      10","    21.5","      20","    33.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1312","90200","GM0279","    1700","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1313","90200","GM0606","   12910","     320","    24.5","      70","    18.5","     110","    28.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1314","90200","GM0088","     250","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1315","90200","GM0844","    4490","      30","     6.0","      10","    21.5","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1316","90200","GM0962","    3140","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1317","90200","GM1676","    8470","      30","     4.0","       0","       .","      10","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1318","90200","GM0965","    2600","      10","     4.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1319","90200","GM1702","    2260","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1320","90200","GM0845","    5770","      20","     3.0","       0","       .","      10","    31.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1321","90200","GM0846","    3610","      20","     4.5","       0","       .","      10","    35.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1322","90200","GM1883","   20070","     230","    11.5","      40","    16.5","      80","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1323","90200","GM0610","    4700","      40","     8.0","      10","    17.0","      10","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1324","90200","GM0040","    2830","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1325","90200","GM1714","    6190","      40","     6.5","      10","    13.0","      10","    30.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1326","90200","GM0090","   10880","      80","     7.0","      10","    13.0","      20","    31.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1327","90200","GM0342","    9820","     100","    10.0","      20","    15.5","      40","    27.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1328","90200","GM0847","    3500","      10","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1329","90200","GM0848","    3650","      10","     3.5","       0","       .","      10","    35.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1330","90200","GM0037","    7590","      40","     5.5","      10","    13.5","      10","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1331","90200","GM0180","    2410","      10","     3.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1332","90200","GM0532","    4180","      20","     3.5","       0","       .","      10","    38.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1333","90200","GM0851","    4790","      20","     3.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1334","90200","GM1708","    8940","      30","     3.5","      10","    20.0","      20","    60.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1335","90200","GM0971","    6020","      20","     2.5","       0","       .","      10","    44.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1336","90200","GM1904","   11730","     110","     9.0","      10","    11.5","      20","    18.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1337","90200","GM0617","    1800","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1338","90200","GM1900","   17130","      70","     4.0","      10","    16.0","      30","    36.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1339","90200","GM0715","   12790","     120","     9.0","      30","    17.5","      50","    32.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1340","90200","GM0093","    1040","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1341","90200","GM0448","    3050","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1342","90200","GM1525","    6510","      30","     4.5","       0","       .","      10","    18.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1343","90200","GM0716","    4480","      20","     4.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1344","90200","GM0281","    6710","     130","    19.5","      20","    13.0","      30","    19.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1345","90200","GM0855","   33330","     630","    19.0","      80","    11.5","     170","    24.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1346","90200","GM0183","    3510","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1347","90200","GM1700","    5760","      20","     3.0","      10","    52.5","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1348","90200","GM1730","    7580","      10","     1.5","       0","       .","      10","    54.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1349","90200","GM0737","    6810","      20","     2.5","       0","       .","      10","    37.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1350","90200","GM0856","    8000","      70","     9.0","      10","    18.5","      20","    19.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1351","90200","GM0450","    2140","      10","     4.5","       0","       .","      10","    41.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1352","90200","GM0451","    5190","      40","     7.5","       0","       .","      10","    16.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1353","90200","GM0184","    1730","      10","     4.0","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1354","90200","GM0344","   33900","    1410","    41.5","     220","    12.5","     490","    27.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1355","90200","GM1581","   11280","      60","     5.5","      10","    13.0","      20","    32.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1356","90200","GM0981","    2510","      70","    28.0","      10","    12.0","      10","    13.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1357","90200","GM0994","    4380","      30","     6.5","       0","       .","      10","    28.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1358","90200","GM0858","    7210","      40","     5.0","       0","       .","      10","    16.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1359","90200","GM0047","    5710","      40","     7.5","      10","    19.5","      20","    39.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1360","90200","GM0345","   10510","     240","    23.0","      40","    13.5","      60","    20.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1361","90200","GM0717","    5380","      20","     3.0","       0","       .","      10","    28.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1362","90200","GM0860","    6670","     110","    16.0","      20","    15.0","      20","    18.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1363","90200","GM0861","    8890","      40","     4.5","      10","    11.0","      10","    17.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1364","90200","GM0453","   12900","      90","     7.5","      10","     8.5","      30","    26.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1365","90200","GM0983","   20010","     320","    16.0","      50","    13.5","     110","    29.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1366","90200","GM0984","    8110","      60","     8.0","      10","    12.5","      20","    27.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1367","90200","GM0620","    3770","      20","     6.5","       0","       .","      10","    27.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1368","90200","GM0622","   14650","     240","    16.5","      40","    14.5","      70","    26.5","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1369","90200","GM0048","    3890","      20","     4.0","      10","    29.5","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1370","90200","GM0096","     210","       0","       .","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1371","90200","GM0718","    9650","     140","    14.5","      20","    11.5","      50","    30.0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
"1372","90200","GM0986","    3150","      10","     2.5","       0","       .","       0","       .","       .","       .","       .","       .","       .","       .","       .","       .","       .","       ."
