"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"0","20150","NL01  ","14188300","  496600","    35.0","  155440","    24.5","  140070","    22.0","   59780","    10.5","  165440","   43480","    17.0","  126710","    28.0","    76.5","   96370","     7.0"
"1","20150","LD01  "," 1445540","   55770","    38.5","   19100","    26.0","   16870","    23.0","    8340","    11.5","   23550","    6290","    18.5","   18860","    35.5","    80.0","   14560","    10.0"
"2","20150","LD02  "," 2964440","   91660","    31.0","   29940","    25.5","   25700","    22.0","   11930","    11.0","   35090","    9340","    18.5","   27420","    32.5","    78.0","   21890","     7.5"
"3","20150","LD03  "," 6711040","  260210","    39.0","   75610","    23.0","   66290","    20.0","   28750","    10.0","   77680","   20330","    16.0","   58000","    25.0","    74.5","   30840","     4.5"
"4","20150","LD04  "," 3067270","   88480","    29.0","   28400","    25.0","   23940","    21.0","   10760","    10.5","   29120","    7520","    18.0","   22420","    27.5","    77.0","   28860","     9.5"
"5","20150","PV20  ","  498550","   22780","    45.5","    7750","    25.5","    6870","    23.0","    3440","    12.0","    9660","    2440","    17.5","    7980","    36.5","    82.5","    5900","    12.0"
"6","20150","PV21  ","  537510","   20230","    37.5","    6780","    26.0","    5830","    22.0","    2830","    11.0","    6980","    1920","    18.0","    5610","    29.0","    80.5","    4390","     8.0"
"7","20150","PV22  ","  409480","   12760","    31.0","    4560","    26.5","    4180","    24.5","    2070","    12.5","    6910","    1920","    21.0","    5280","    43.5","    76.5","    4270","    10.5"
"8","20150","PV23  ","  942690","   31260","    33.0","    9990","    25.0","    8670","    21.5","    4060","    11.0","   11040","    3070","    18.0","    8940","    31.5","    81.0","    7900","     8.5"
"9","20150","PV24  ","  324140","   11950","    37.0","    4280","    27.0","    3710","    23.0","    1760","    12.0","    4360","    1380","    20.0","    3460","    32.0","    79.5","    1300","     4.0"
"10","20150","PV25  "," 1697620","   48440","    28.5","   15670","    25.5","   13320","    21.5","    6110","    10.5","   19680","    4900","    18.5","   15030","    33.5","    76.5","   12700","     7.5"
"11","20150","PV26  "," 1045470","   29330","    28.0","    9410","    25.0","    7970","    21.5","    3330","    10.0","    8160","    2460","    19.5","    6350","    24.0","    78.0","    4140","     4.0"
"12","20150","PV27  "," 2331730","   87690","    37.5","   23870","    21.5","   22000","    20.0","    9620","    10.0","   30440","    6450","    16.5","   20130","    26.0","    66.0","    9990","     4.5"
"13","20150","PV28  "," 3012920","  134770","    44.5","   39500","    23.0","   34100","    20.0","   14710","     9.5","   35960","   10660","    15.0","   29110","    24.5","    81.0","   14260","     4.5"
"14","20150","PV29  ","  320930","    8410","    26.0","    2830","    26.5","    2220","    21.0","    1100","    11.0","    3130","     760","    15.5","    2410","    31.0","    77.0","    2460","     7.5"
"15","20150","PV30  "," 2101950","   56100","    26.5","   18420","    25.5","   15310","    21.5","    6930","    10.5","   17780","    4830","    17.5","   13960","    27.5","    78.5","   18240","     8.5"
"16","20150","PV31  ","  965330","   32380","    33.5","    9980","    24.0","    8630","    21.0","    3830","    10.0","   11340","    2680","    18.5","    8460","    28.5","    74.5","   10620","    11.0"
"17","20150","CR01  ","  126510","    5220","    41.5","    2060","    29.0","    1650","    23.0","     780","    11.5","    3500","     860","    18.5","    2920","    58.0","    83.5","    2800","    22.0"
"18","20150","CR02  ","   40110","    1860","    46.5","     660","    26.5","     570","    23.0","     280","    12.0","     450","     160","    13.0","     420","    23.5","    91.5","     480","    12.0"
"19","20150","CR03  ","  331930","   15700","    47.5","    5030","    24.5","    4650","    22.5","    2380","    12.0","    5710","    1430","    18.0","    4640","    31.0","    81.5","    2630","     8.0"
"20","20150","CR04  ","  270130","   11160","    41.5","    3660","    25.5","    3190","    22.0","    1460","    10.5","    3380","     900","    15.5","    2730","    25.5","    81.0","    2240","     8.5"
"21","20150","CR05  ","  111920","    3600","    32.0","    1200","    26.0","     930","    20.5","     500","    11.0","    1600","     300","    16.0","    1260","    36.0","    78.5","     720","     6.5"
"22","20150","CR06  ","  155460","    5470","    35.0","    1920","    26.5","    1700","    23.5","     870","    12.5","    2010","     730","    25.5","    1620","    30.5","    80.5","    1430","     9.0"
"23","20150","CR07  ","  158370","    4280","    27.0","    1830","    30.5","    1610","    27.0","     830","    14.5","    1670","     570","    21.5","    1180","    29.0","    71.0","    1310","     8.5"
"24","20150","CR08  ","  142470","    5680","    40.0","    1690","    23.0","    1620","    22.0","     770","    11.0","    2740","     770","    22.0","    2020","    37.0","    73.5","    1670","    11.5"
"25","20150","CR09  ","  108640","    2810","    26.0","    1050","    27.5","     950","    25.0","     470","    13.0","    2500","     590","    19.0","    2080","    78.5","    83.5","    1290","    12.0"
"26","20150","CR10  ","  295540","    7560","    25.5","    2590","    26.5","    2250","    23.0","    1090","    12.0","    3040","    1080","    23.0","    2400","    34.0","    79.0","    2140","     7.0"
"27","20150","CR11  ","  127270","    3980","    31.0","    1360","    26.5","    1040","    20.5","     470","    10.0","    1640","     550","    24.5","    1340","    36.0","    81.5","    1200","     9.5"
"28","20150","CR12  ","  519880","   19730","    38.0","    6040","    24.0","    5380","    21.5","    2490","    11.0","    6370","    1440","    14.0","    5200","    29.5","    81.5","    4560","     9.0"
"29","20150","CR13  ","  553840","   11580","    21.0","    4190","    27.5","    3550","    23.5","    1690","    12.0","    8350","    1890","    18.5","    6690","    62.5","    80.0","    3340","     6.0"
"30","20150","CR14  ","  336130","    7770","    23.0","    2730","    27.0","    2340","    23.0","    1090","    11.5","    4620","    1200","    20.5","    3430","    47.0","    74.0","    3180","     9.5"
"31","20150","CR15  ","  612280","   24730","    40.5","    7270","    23.5","    6260","    20.0","    2780","     9.5","    4640","    1320","    17.0","    3260","    14.5","    70.0","    4900","     8.0"
"32","20150","CR16  ","  195370","    4370","    22.5","    1480","    26.5","    1180","    21.0","     550","    10.5","    2070","     500","    20.5","    1650","    41.5","    80.0","    1290","     6.5"
"33","20150","CR17  "," 1045470","   29330","    28.0","    9410","    25.0","    7970","    21.5","    3330","    10.0","    8160","    2460","    19.5","    6350","    24.0","    78.0","    4140","     4.0"
"34","20150","CR18  ","  310800","    7130","    23.0","    2360","    26.0","    1900","    21.0","     960","    11.0","    2040","     460","    14.5","    1660","    25.0","    81.0","    1530","     5.0"
"35","20150","CR19  ","  201520","    4670","    23.0","    1530","    25.5","    1260","    21.0","     620","    11.5","    1540","     410","    17.0","    1210","    28.5","    78.5","     930","     4.5"
"36","20150","CR20  ","  164020","    4150","    25.5","    1350","    25.5","    1170","    22.0","     560","    11.0","    1240","     420","    19.5","     960","    24.5","    77.0","     740","     4.5"
"37","20150","CR21  ","  191050","    5040","    26.5","    1520","    24.0","    1290","    20.0","     540","     9.0","    1500","     200","    14.5","    1000","    21.5","    66.5","     870","     4.5"
"38","20150","CR22  ","  139810","    5010","    36.0","    1560","    24.5","    1370","    21.5","     590","    10.0","    1020","     450","    23.5","     730","    16.0","    71.5","     500","     3.5"
"39","20150","CR23  "," 1118910","   56520","    50.5","   13990","    19.5","   13770","    19.5","    5820","     9.5","   21330","    4090","    16.5","   13090","    27.0","    61.5","    4770","     4.5"
"40","20150","CR24  ","  205620","    5170","    25.0","    1560","    24.5","    1240","    19.5","     540","     9.5","    1770","     410","    17.0","    1490","    32.0","    84.0","     660","     3.0"
"41","20150","CR25  ","  350380","    7820","    22.5","    2600","    26.0","    2160","    21.5","    1010","    11.0","    2050","     900","    26.0","    1630","    23.0","    79.5","    1910","     5.5"
"42","20150","CR26  ","  698610","   40050","    57.5","   12020","    24.0","   10000","    20.0","    4230","     9.5","   13560","    3430","    14.0","   10950","    31.5","    81.0","    2800","     4.0"
"43","20150","CR27  ","  191500","    5190","    27.0","    1650","    25.0","    1450","    22.0","     670","    11.0","    1590","     650","    21.0","    1330","    28.5","    83.5","     930","     5.0"
"44","20150","CR28  ","  264950","    5780","    22.0","    2010","    27.0","    1640","    22.0","     770","    11.5","    1500","     470","    20.5","    1100","    21.5","    73.5","    1500","     5.5"
"45","20150","CR29  "," 1177430","   66060","    56.0","   18110","    22.0","   16170","    19.5","    6810","     9.0","   15140","    4540","    13.0","   12460","    21.5","    82.5","    5210","     4.5"
"46","20150","CR30  ","  330050","    9870","    30.0","    3120","    25.0","    2680","    21.5","    1220","    10.5","    2120","     670","    22.0","    1640","    18.5","    77.5","    1910","     6.0"
"47","20150","CR31  ","   90670","    2010","    22.0","     670","    25.5","     600","    23.0","     250","    10.5","    1230","     300","    21.5","     920","    50.5","    74.5","     790","     8.5"
"48","20150","CR32  ","  230260","    6400","    28.0","    2160","    27.0","    1620","    20.0","     840","    11.0","    1900","     460","    13.0","    1490","    25.0","    79.0","    1670","     7.5"
"49","20150","CR33  ","  527920","   14710","    28.0","    4740","    25.0","    4000","    21.0","    1730","    10.0","    5870","    1400","    18.0","    4430","    33.0","    75.5","    4330","     8.0"
"50","20150","CR34  ","  394370","   12160","    31.0","    4230","    27.5","    3310","    21.5","    1460","    10.0","    3140","     730","    19.0","    2370","    21.0","    75.5","    2860","     7.0"
"51","20150","CR35  ","  542080","   11870","    22.0","    4160","    26.5","    3530","    22.5","    1700","    12.0","    4060","    1140","    17.0","    3190","    29.5","    78.5","    5870","    11.0"
"52","20150","CR36  ","  637580","   17370","    27.0","    5310","    24.0","    4470","    20.5","    2040","    10.0","    4700","    1570","    16.5","    3970","    25.0","    84.5","    5190","     8.0"
"53","20150","CR37  ","  237310","    6360","    27.0","    2160","    26.0","    1930","    23.0","    1010","    13.0","    1440","     410","    26.0","     740","    12.5","    51.5","    2300","     9.5"
"54","20150","CR38  ","  202300","    5280","    26.0","    1900","    27.5","    1510","    22.0","     680","    10.5","    3120","     690","    17.5","    2560","    53.5","    82.0","    1890","     9.5"
"55","20150","CR39  ","  525720","   20750","    39.5","    5930","    22.5","    5180","    20.0","    2140","     8.5","    6790","    1580","    17.5","    5160","    27.0","    76.0","    6430","    12.0"
"56","20150","CR40  ","  324140","   11950","    37.0","    4280","    27.0","    3710","    23.0","    1760","    12.0","    4360","    1380","    20.0","    3460","    32.0","    79.5","    1300","     4.0"
"57","20150","GM1680","   21530","     370","    17.5","     170","    31.5","     150","    28.0","      90","    17.5","     120","      50","    26.0","      70","    19.5","    60.5","     140","     6.5"
"58","20150","GM0738","   10460","     110","    10.0","      40","    32.0","      30","    22.0","      10","     9.5","      10","       0","       .","      10","     7.0","    78.0","      50","     4.5"
"59","20150","GM0358","   25290","     280","    11.0","      90","    26.5","      70","    19.5","      30","     9.5","     170","      30","    11.0","     140","    53.5","    82.0","      40","     1.5"
"60","20150","GM0197","   22410","     370","    16.5","     110","    24.0","     110","    23.0","      60","    13.0","     260","      80","    26.0","     200","    59.5","    78.0","     320","    14.5"
"61","20150","GM0059","   22790","     780","    34.0","     250","    25.0","     230","    22.5","     110","    11.5","     380","     130","    14.0","     310","    41.5","    83.5","     240","    10.5"
"62","20150","GM0482","   15970","     360","    22.5","     110","    24.0","      90","    20.0","      50","    11.0","      50","      20","    26.5","      30","     8.0","    60.0","      70","     4.5"
"63","20150","GM0613","   20250","     290","    14.5","     100","    26.0","      90","    23.5","      40","    11.0","     200","      40","    17.5","     150","    57.5","    76.5","      50","     2.5"
"64","20150","GM0361","   90230","    2890","    32.0","     910","    25.0","     750","    20.5","     350","    11.0","     790","     270","    19.5","     680","    26.5","    86.0","     540","     6.0"
"65","20150","GM0141","   59980","    3590","    60.0","    1010","    22.5","     880","    19.5","     390","    10.0","     860","     170","     7.5","     750","    24.0","    87.5","     610","    10.0"
"66","20150","GM0034","  159290","    6850","    43.0","    2380","    26.0","    2210","    24.0","    1090","    13.0","    2220","     810","    19.5","    1810","    29.5","    81.5","     550","     3.5"
"67","20150","GM0484","   89140","    1880","    21.0","     670","    28.0","     510","    21.0","     260","    12.0","     450","     170","    20.0","     370","    21.5","    82.0","     560","     6.5"
"68","20150","GM1723","    8400","      90","    10.0","      40","    34.0","      30","    26.5","      20","    18.0","      20","       0","       .","      10","    16.5","    72.0","      40","     4.5"
"69","20150","GM0060","    2990","      10","     3.5","      10","    38.5","       0","       .","       0","       .","       0","       0","       .","       0","       .","       .","      20","     5.5"
"70","20150","GM0307","  123510","    3930","    32.0","    1150","    23.5","    1000","    20.5","     420","     9.5","    1440","     460","    19.5","    1180","    34.0","    81.5","     910","     7.5"
"71","20150","GM0362","   73460","    1230","    16.5","     400","    25.5","     350","    23.0","     160","    12.0","     570","     180","    25.5","     450","    42.5","    79.5","     130","     1.5"
"72","20150","GM0363","  708090","   48850","    69.0","   11460","    19.0","   11510","    19.0","    4720","     9.0","   17760","    3190","    15.5","   10370","    25.0","    58.5","    3610","     5.0"
"73","20150","GM0200","  133030","    3970","    30.0","    1450","    27.5","    1330","    25.0","     560","    11.5","    4270","     780","    15.5","    3530","    95.5","    83.0","    1060","     8.0"
"74","20150","GM0003","   10180","     510","    50.5","     150","    24.0","     130","    20.5","      70","    12.0","     120","      50","    16.0","     120","    24.0","    96.5","     200","    19.5"
"75","20150","GM0202","  128510","    8770","    68.5","    2290","    21.5","    1990","    18.5","     800","     8.0","     900","     420","    20.5","     530","     6.5","    59.0","    1430","    11.0"
"76","20150","GM0106","   55290","    2330","    42.0","     920","    28.0","     890","    27.5","     440","    14.0","     670","     270","    23.0","     420","    19.0","    63.0","     700","    12.5"
"77","20150","GM0743","   13930","     230","    16.5","      70","    25.0","      50","    18.5","      30","    10.5","      60","      20","    13.5","      50","    22.0","    82.5","     100","     7.0"
"78","20150","GM0744","    5690","      70","    12.5","      30","    28.0","      20","    20.5","      10","     9.0","      30","       0","       .","      10","    14.0","    36.0","      30","     4.5"
"79","20150","GM0308","   20590","     390","    19.0","     120","    24.0","     110","    21.0","      50","    10.0","     270","      60","    16.5","     200","    55.5","    73.5","      60","     3.0"
"80","20150","GM0489","   38380","     560","    14.5","     230","    30.5","     180","    24.0","      70","     9.5","     290","      60","    17.0","     240","    46.5","    81.5","      80","     2.0"
"81","20150","GM0203","   43410","     630","    14.5","     200","    25.0","     180","    22.0","     100","    12.5","     420","     140","    28.5","     340","    57.0","    81.0","     130","     3.0"
"82","20150","GM0005","    8690","     180","    20.5","      80","    35.0","      70","    28.0","      40","    15.5","     150","      40","    22.0","     120","    69.5","    79.0","      70","     8.5"
"83","20150","GM0888","   14030","     340","    24.5","      90","    22.0","      70","    17.0","      30","     8.0","      60","      20","    26.5","      40","    13.5","    80.0","      90","     6.5"
"84","20150","GM0370","    7520","      90","    12.0","      30","    20.5","      30","    26.0","      20","    15.0","      50","      10","    19.0","      40","    47.0","    81.0","      20","     2.5"
"85","20150","GM0889","   11360","     270","    23.5","      70","    21.5","      70","    20.5","      40","    11.5","      70","      30","    27.0","      60","    24.5","    82.0","      90","     8.0"
"86","20150","GM0007","    7760","     240","    31.5","     150","    38.0","     100","    23.5","      40","    11.0","     150","      40","    16.0","     130","    53.5","    83.0","     120","    15.5"
"87","20150","GM1724","   15420","     170","    11.0","      70","    30.0","      70","    29.5","      30","    15.0","      40","       0","       .","      40","    24.0","    88.5","     140","     9.0"
"88","20150","GM0893","   11210","     190","    17.0","      70","    25.5","      70","    25.0","      40","    16.5","      90","      30","    24.5","      70","    38.0","    73.0","     140","    12.0"
"89","20150","GM0373","   26000","     310","    12.0","     120","    28.0","     100","    22.5","      50","    12.5","     100","      10","    15.0","      50","    18.0","    54.0","      70","     3.0"
"90","20150","GM0748","   56160","    2110","    37.5","     660","    24.0","     630","    23.0","     260","    10.5","     610","     190","    20.5","     430","    23.0","    71.0","     540","     9.5"
"91","20150","GM1859","   37460","     600","    16.0","     220","    27.5","     200","    25.0","     110","    14.0","     670","     160","    21.5","     500","    86.5","    74.0","     340","     9.0"
"92","20150","GM1721","   24720","     290","    11.5","     100","    27.5","      70","    20.0","      40","    10.5","     140","      20","    11.0","     120","    42.0","    83.5","     260","    10.5"
"93","20150","GM0753","   24080","     500","    21.0","     170","    27.0","     130","    21.0","      60","    10.5","     240","      60","    24.0","     160","    33.0","    65.5","     160","     6.5"
"94","20150","GM0209","   21310","     440","    21.0","     150","    26.5","     130","    23.0","      80","    14.5","      70","      10","     7.5","      60","    13.5","    75.5","     160","     7.5"
"95","20150","GM0375","   33600","    1150","    34.0","     440","    29.5","     370","    24.5","     180","    13.0","     320","     100","    19.0","     250","    23.5","    77.5","     220","     6.5"
"96","20150","GM0063","    8720","     290","    33.5","     130","    33.0","      70","    17.0","      30","     6.5","     170","      40","    14.5","     130","    47.5","    80.0","      50","     6.0"
"97","20150","GM0310","   35170","     710","    20.0","     210","    25.5","     140","    17.5","      50","     6.5","     160","      40","    16.5","     130","    19.5","    83.0","      70","     2.0"
"98","20150","GM0585","   24130","     230","     9.5","      90","    32.0","      60","    21.0","      30","    11.5","     180","      40","    15.5","     150","    66.5","    85.0","      50","     2.0"
"99","20150","GM1728","   16720","     170","    10.5","      80","    31.5","      80","    32.0","      50","    19.5","      30","      10","    17.0","      30","    15.5","    83.5","     270","    16.0"
"100","20150","GM0376","    8050","     120","    15.0","      40","    23.5","      30","    16.5","      20","    11.5","      70","      20","    23.5","      40","    40.5","    66.5","      10","     1.0"
"101","20150","GM0377","   18400","     200","    11.0","      70","    26.0","      60","    22.0","      30","    11.5","     200","      30","    13.5","     170","    92.0","    84.5","      30","     2.0"
"102","20150","GM1901","   27300","     300","    11.0","     120","    30.5","     100","    25.0","      50","    13.5","     100","      40","    21.0","      90","    33.5","    86.5","     100","     3.5"
"103","20150","GM0755","    8430","      80","     9.0","      20","    19.5","      30","    25.0","      20","    15.5","      20","      10","    42.5","      20","    22.0","    80.0","      70","     8.0"
"104","20150","GM0009","    6010","     110","    18.0","      20","    17.5","      30","    19.0","      20","    14.0","      30","      10","    26.0","      30","    24.5","    89.5","      30","     5.0"
"105","20150","GM1681","   21680","     530","    24.5","     180","    25.5","     160","    22.5","      70","    10.5","     200","      80","    28.0","     170","    32.5","    83.0","     240","    11.0"
"106","20150","GM0147","   18400","     370","    20.5","     160","    30.0","     110","    20.0","      60","    11.5","      70","      10","    16.0","      50","    15.5","    72.0","     140","     8.0"
"107","20150","GM0654","   18530","     240","    13.0","     110","    33.0","      80","    25.5","      40","    13.5","     140","      30","    13.0","     110","    49.5","    76.0","      80","     4.0"
"108","20150","GM0756","   24130","     380","    15.5","     220","    38.0","     120","    20.5","      70","    12.0","     120","      40","    21.5","     100","    27.5","    84.5","     260","    11.0"
"109","20150","GM0757","   25350","     510","    20.0","     200","    29.0","     190","    27.0","     100","    16.0","     140","      60","    26.0","     110","    24.0","    80.0","     410","    16.5"
"110","20150","GM0758","  152310","    5420","    35.5","    1580","    23.0","    1330","    19.5","     540","     8.5","    1960","     530","    15.5","    1720","    35.0","    88.0","    1200","     8.0"
"111","20150","GM0501","   14190","     250","    17.5","      90","    29.0","      70","    21.5","      40","    12.5","      80","      30","    24.0","      70","    28.5","    93.5","      30","     2.0"
"112","20150","GM1876","   30940","     370","    12.0","     160","    33.0","     100","    22.0","      50","    11.5","     130","      20","    16.5","      90","    24.5","    66.5","     200","     6.5"
"113","20150","GM0213","   17880","     350","    19.5","     120","    26.5","      90","    20.0","      40","     9.5","     390","      60","    14.0","     330","    97.0","    85.0","      90","     5.0"
"114","20150","GM0899","   24660","    1110","    45.0","     310","    21.5","     310","    21.5","     140","    10.0","     260","     110","    19.5","     210","    20.5","    82.5","     490","    20.0"
"115","20150","GM0312","   12090","     130","    10.5","      50","    29.5","      40","    25.5","      20","    13.0","      30","      10","    29.5","      20","    19.0","    70.5","      20","     1.5"
"116","20150","GM0313","   16660","     190","    11.5","      60","    24.0","      50","    19.5","      20","     7.5","     110","      20","    13.0","      90","    49.5","    84.0","      50","     3.0"
"117","20150","GM0214","   21750","     240","    11.0","     120","    37.0","     110","    33.0","      50","    14.5","      60","      20","    31.5","      40","    18.5","    70.5","     110","     5.0"
"118","20150","GM0381","   26850","     640","    24.0","     190","    24.0","     160","    20.0","      60","     8.5","      70","      30","    23.0","      70","    11.5","    90.5","      70","     2.5"
"119","20150","GM0502","   55440","    2670","    48.0","     850","    24.5","     740","    21.5","     290","     9.5","    1290","     320","    16.0","    1110","    46.5","    86.0","     330","     6.0"
"120","20150","GM0383","   29380","     320","    11.0","     120","    29.5","      90","    21.0","      40","    10.0","     190","      50","    25.5","     140","    45.5","    74.5","      50","     1.5"
"121","20150","GM0109","   29790","    1020","    34.0","     320","    24.5","     250","    18.5","     120","     9.5","     890","     160","    23.5","     510","    51.5","    57.0","     210","     7.0"
"122","20150","GM1706","   17670","     300","    16.5","     120","    29.0","      80","    19.5","      40","     9.5","      60","      30","    26.0","      50","    16.5","    82.0","     110","     6.0"
"123","20150","GM0611","   10810","     100","     9.0","      50","    37.5","      30","    21.5","      10","     5.0","      60","      10","    15.0","      50","    56.5","    89.5","      30","     2.5"
"124","20150","GM1684","   20690","     510","    24.5","     180","    26.5","     160","    24.0","      60","    11.0","     150","      70","    31.0","     110","    25.5","    75.0","     300","    14.5"
"125","20150","GM0216","   22680","     760","    33.5","     210","    22.0","     180","    19.0","      80","     9.0","     400","      60","    13.0","     360","    54.5","    89.0","     180","     7.5"
"126","20150","GM0148","   22880","     260","    11.5","     120","    33.0","     100","    27.5","      50","    13.0","      40","      20","    35.5","      30","    13.5","    79.0","     150","     6.5"
"127","20150","GM1891","   15750","     540","    34.0","     150","    21.5","     150","    21.5","      80","    11.0","     100","      30","    19.0","      80","    15.0","    79.5","     210","    13.5"
"128","20150","GM0503","   88580","    3620","    41.0","    1130","    24.5","    1040","    22.5","     480","    11.5","    1110","     490","    19.0","     930","    29.0","    84.0","     540","     6.0"
"129","20150","GM0010","   21540","    1090","    50.5","     400","    26.5","     350","    23.5","     160","    11.5","     270","      80","    10.5","     240","    24.0","    90.5","     210","    10.0"
"130","20150","GM0762","   27000","     460","    17.0","     140","    24.0","     110","    19.5","      70","    12.5","      80","      40","    15.0","      70","    16.0","    82.0","     210","     7.5"
"131","20150","GM0150","   81740","    3360","    41.0","    1130","    26.5","     840","    19.5","     390","     9.5","    1210","     440","    25.5","     980","    31.5","    81.5","     880","    11.0"
"132","20150","GM0384","   22880","     640","    27.5","     180","    22.5","     200","    24.0","      80","    11.5","     230","      50","    19.5","     160","    29.5","    68.5","     100","     4.0"
"133","20150","GM1774","   21680","     240","    11.0","      90","    29.5","      50","    16.5","      30","    11.5","      60","      10","    10.0","      50","    22.0","    85.5","     140","     6.0"
"134","20150","GM0221","    9640","     390","    41.0","     140","    25.5","     130","    25.0","      50","    11.0","     280","      60","    16.5","     230","    63.5","    82.0","     100","    10.5"
"135","20150","GM0222","   47550","    1370","    28.5","     480","    26.5","     440","    24.5","     180","    10.5","     400","     150","    19.0","     270","    21.5","    69.0","     430","     9.0"
"136","20150","GM0766","   21360","     340","    15.5","     150","    33.0","     120","    26.5","      60","    13.5","     260","      50","    21.5","     150","    50.5","    57.5","     100","     4.5"
"137","20150","GM0058","   19670","     680","    34.5","     200","    22.0","     190","    21.0","     100","    12.0","     150","      50","    21.5","     130","    19.5","    82.0","     310","    15.5"
"138","20150","GM0505","   99310","    4750","    48.0","    1520","    24.5","    1370","    22.0","     600","    10.5","     750","     270","    24.0","     520","    12.0","    69.0","     820","     8.5"
"139","20150","GM0498","   16090","     170","    10.5","      60","    27.5","      50","    23.5","      30","    13.0","      80","      10","     5.0","      70","    47.0","    91.5","      60","     3.5"
"140","20150","GM1719","   22790","     190","     8.5","      90","    34.0","      80","    29.5","      40","    17.0","     120","      30","    20.5","      80","    46.5","    70.5","     100","     4.5"
"141","20150","GM0303","   33390","     820","    24.5","     360","    31.5","     220","    19.5","      90","     8.5","     320","      90","    18.0","     270","    36.0","    84.0","      80","     2.5"
"142","20150","GM0225","   15290","     330","    21.5","     120","    28.0","      70","    17.5","      40","    11.0","      50","      10","    12.0","      40","    12.5","    77.0","     120","     8.0"
"143","20150","GM0226","   21250","     480","    22.5","     150","    25.0","     140","    22.0","      70","    11.0","     100","      30","    16.5","      80","    16.5","    73.0","      90","     4.5"
"144","20150","GM1711","   27790","     550","    20.0","     270","    34.5","     190","    24.5","      90","    12.0","     260","      60","    24.0","     160","    32.0","    63.5","     240","     8.5"
"145","20150","GM0385","   24020","     280","    11.5","      90","    24.5","      70","    20.5","      40","    11.5","     100","      40","    28.0","      90","    34.0","    89.0","      90","     4.0"
"146","20150","GM0228","   91630","    2110","    23.0","     690","    26.0","     510","    19.0","     270","    11.0","    1060","     290","    20.0","     890","    47.0","    84.5","     460","     5.0"
"147","20150","GM0317","    7310","      90","    12.5","      30","    22.0","      30","    21.0","      10","    11.0","      50","       0","       .","      30","    35.5","    64.5","      20","     2.5"
"148","20150","GM1651","   13250","     470","    35.5","     180","    28.0","     160","    26.0","      70","    11.5","     450","      60","    10.5","     370","    80.5","    82.5","     250","    18.5"
"149","20150","GM0770","   15710","     160","    10.0","      50","    25.0","      50","    24.0","      20","    11.0","      30","      20","    34.0","      30","    18.0","     0.0","     170","    10.5"
"150","20150","GM1903","   21700","     240","    11.0","      70","    22.5","      50","    17.0","      20","     8.5","     110","      20","    17.5","      90","    37.0","    80.0","      90","     4.0"
"151","20150","GM0772","  191530","    7960","    41.5","    2330","    23.5","    1920","    19.5","     830","     9.5","    2190","     730","    16.0","    1920","    27.0","    87.5","    1510","     8.0"
"152","20150","GM0230","   18480","     240","    13.0","     130","    38.0","     110","    31.0","      60","    17.0","     130","      40","    31.5","      90","    36.5","    66.0","     160","     8.5"
"153","20150","GM0114","   90990","    4130","    45.5","    1180","    22.0","    1210","    22.5","     580","    11.0","    1650","     530","    21.0","    1340","    34.0","    81.5","    1220","    13.5"
"154","20150","GM0388","   15470","     410","    26.5","     120","    22.5","     110","    21.5","      60","    12.5","     140","      40","    13.0","     120","    31.5","    86.0","      80","     5.0"
"155","20150","GM0153","  133650","    8670","    65.0","    2380","    21.5","    2230","    20.5","     970","    10.0","    2770","     610","    13.0","    2390","    31.0","    86.5","    1430","    10.5"
"156","20150","GM0232","   27370","     510","    18.5","     190","    28.0","     170","    25.5","      70","    11.5","     550","     100","    15.0","     440","    96.5","    79.0","     220","     8.0"
"157","20150","GM0233","   22450","     380","    17.0","     140","    29.5","      90","    19.5","      40","     8.5","     130","      50","    21.0","     110","    28.5","    82.5","     170","     7.5"
"158","20150","GM0777","   35520","     810","    22.5","     280","    26.0","     260","    24.0","     130","    13.5","     410","      70","    19.0","     280","    38.5","    67.0","     290","     8.0"
"159","20150","GM1722","    7060","     200","    29.0","      70","    24.5","      70","    25.0","      30","     9.5","      80","      10","     6.5","      70","    34.0","    80.5","      50","     7.5"
"160","20150","GM0070","   16930","     560","    33.0","     180","    24.5","     160","    22.0","      80","    11.0","     360","     110","    20.5","     290","    53.5","    81.0","     170","    10.0"
"161","20150","GM1921","   42460","    1040","    24.5","     390","    29.5","     280","    21.5","     140","    11.5","     740","     150","    15.5","     580","    58.5","    78.5","     170","     4.0"
"162","20150","GM0779","   18040","     360","    20.0","     110","    23.0","     110","    23.5","      60","    12.5","     210","      60","    31.0","     150","    43.5","    70.5","     100","     6.0"
"163","20150","GM0236","   21570","     310","    14.0","     110","    28.0","      90","    21.5","      40","    12.5","     200","      50","    24.5","     170","    62.5","    84.5","     110","     5.0"
"164","20150","GM1771","   32680","     820","    25.0","     220","    22.0","     200","    19.5","      90","     9.5","     170","      60","    14.0","     140","    19.0","    86.0","     230","     7.0"
